Sample	63	94	17	70	80	53	61	69	68	55	16	40	49	32	73	33	92	99	11	37	59	60	7	62	42	41	75	52	95	9	18	79	45	93	31	78	47	90	81	34	86	38	66	50	36	39	29	35	96	10	4	83	8	27	24	65	57	28	97	5	3	20	0	74	25	56	67	46	22	64	44	54	43	13	77	87	6	12	21	26	71	30	98	23	48	72	82	15	84	14	51	85	19	89	58	76	1	2	88	91
SRX298280	45281.67066559427	21258.22245417655	52995.37520336591	41854.27369318467	39217.87267499654	49331.536080616934	46620.95710480319	42210.336018805356	42636.62413585285	48516.39317086869	53432.77398383891	53420.91898309142	51003.95217369075	55502.7252278235	41749.23981667746	55181.933046502076	27328.340040294715	1882.6401985532252	60894.49306422035	53303.77621084757	47255.99426349176	46951.156820677475	62274.58447527318	45927.26232610308	52859.76403801161	53180.29415574473	41310.97610669592	49662.90520136736	18628.982447764283	61722.097553968815	52611.856466373494	39651.50416496929	51444.038687736596	24096.192183045037	55817.079071488544	39970.45717375928	50841.421142394494	33277.81005570547	39264.1853476717	55299.53278294338	37644.80403136666	53017.69478173699	44134.22969522344	50726.90890222871	53492.938475591116	53208.04029952584	56628.01326792852	54521.22686351619	15143.137242271314	61938.40605545611	55784.12088364686	39392.36854068769	61825.137922582464	56315.96183994214	54806.4915704056	44846.205512584645	48259.9735331177	56441.21523515938	11070.03123444388	58598.66737230516	50713.920744444345	53543.725084773694	21025.248307225203	41596.40929826822	55513.94044480297	48327.593553893246	43288.72756177688	51245.21971945816	53771.9322831452	45353.565655339866	51425.03790232508	48776.07530237898	51920.34535663223	54229.863468964824	40433.01275484629	36740.7293957314	60926.78455343098	58417.45289220488	53774.84446980533	55792.411877760875	42298.699490396764	56529.91142433024	6380.422191217122	54199.287595238085	50735.899604611695	41917.78353900215	39576.29138663183	53001.27870985267	38751.38906229428	52722.858015622856	49976.57645892429	38285.80813311997	52863.00325285165	34893.33554739634	47989.75631298703	40855.24305604684	29909.27991958055	41330.9020725626	35888.46987321628	30897.907250015098
SRX298281	33447.23644262484	16119.566714252469	40750.11869205329	31168.2395159215	29925.409771572507	35812.99127623872	34358.49937374084	31443.5952706304	31737.332286605873	35454.901129830076	41123.83213321077	38801.44785328085	36861.412289976004	40817.22383084263	31310.28001532835	40373.87993788412	21076.51731476271	1461.9268593678212	45740.65158057013	38842.9072274492	34662.843730741326	34513.32335396444	46103.44419735983	33901.82012709587	38156.4383038069	38519.72423753207	31232.78813440569	35971.95558103436	14005.251452347065	46044.254527966776	40421.108993444825	30243.16583768093	37209.06365277374	18411.769058593418	41046.67947797702	30414.76107401277	36824.2013159084	25136.90415677509	29644.884079045663	40289.50799371826	28399.638745011707	38648.311081418185	32693.076221768482	36646.32396937102	38939.81067722496	38697.63467689163	41553.84937121668	39717.63493432793	11301.615340545488	46285.16579290792	40860.36771515615	29703.06858798145	45997.21336186769	41742.419878725326	41291.75135286763	33091.31313230236	35288.17750162943	41595.57331459661	8251.532982933097	43170.94316701218	37112.23905045313	40907.091758303046	16346.67814856826	31345.782149931023	41687.49305401782	35359.77118554203	32123.189704046927	37110.1616103961	40869.22716258144	33437.277547468104	37269.37792862733	35536.97348915187	37608.99756628431	41383.84030226922	30688.841016515886	27761.725693193737	45040.57989525247	43982.08142327681	41006.25622334869	41691.57096949873	31486.042613352038	41449.28630222534	4764.948670822938	40992.74314939949	36691.447651539194	31333.478283288627	29880.21450277393	40772.172660050914	29227.280617847893	40481.73707026229	36158.358042299544	28837.47523212834	40558.353208941495	26393.185714422034	35075.49305144332	30938.154167533037	22718.007508100225	30579.1189285727	27146.24282301271	23425.69130070012
SRX298282	60383.48809334099	28457.37442436316	71387.15633069175	56173.48356809326	53433.36347234516	65310.324132963964	62090.05388579469	56633.13448095846	57155.504676190554	64512.77504110805	72133.0841421848	70198.71061203262	67211.69232484845	73685.59999662492	56274.363534717115	72986.03184705891	37026.21959786691	2524.9412718968892	82557.67777978357	70011.71220630495	62716.55348213028	62379.4494058703	84664.12333565016	61254.47856198401	69306.08654655749	69818.1948320771	55973.218331379394	65628.35205814199	24956.87327148619	84034.60564390832	70842.17785559592	53912.02666137417	67740.79082295581	32372.997086673557	74113.6008075616	54282.760736469834	66984.14821196838	45327.727649430875	53670.39734814451	72862.05665968047	51370.780696751855	69669.02976881946	58831.64364246582	66860.02554643794	70278.94297394177	69809.26395260109	75220.79710800461	71623.0392784992	20440.232560231932	84294.70654058813	75866.47641145719	53914.7287197201	84207.44709582826	75292.5671616626	73556.15470080258	59611.436731055845	64068.479706863574	75269.6052438153	15058.03225556966	79716.25482658534	69162.2763631765	72093.20397877907	28760.47259048532	56251.00215463744	74438.79251313527	64253.41943370549	57887.34530958853	67483.25001752005	72369.614050877	60305.425533009606	67659.82894623515	64732.25807744097	68247.27353436251	73071.18275477036	54877.71429293912	50175.114674862976	82942.91133650322	78816.98370410333	72406.5237879157	74771.9479370557	56711.18235745042	75053.26340468816	8606.687239134802	72803.62748254302	66833.99302641026	56337.82069744533	54182.0214958106	71604.19111802182	52996.7711381812	71109.74035246378	65944.72950402797	52196.97258654423	71233.84689510353	47573.92116503561	63639.311434744624	55385.63786569366	40916.12503726746	56683.58407749165	48974.408256223825	42070.9071976005
SRX298283	53844.74784718577	31281.245398964777	62765.63833297218	52175.504344878136	49082.08706578329	56691.52184564935	54506.57160012493	52425.58195541518	52671.86247563944	56081.653977897775	63908.04548178996	59744.024853457755	57447.24907437661	62498.08666829599	51672.68441981927	62068.77274722454	37253.369719403	2869.686367568596	70110.97508793227	60330.805650912465	54868.56050654229	54761.80559838451	68727.31919023274	54095.095113251475	59133.20372605989	59512.25275439487	51114.03947885232	56824.694838890005	27083.65528609305	68588.51381290398	61907.99632759385	49776.36052661116	58299.524746873074	34572.57933978125	62879.724178442484	50162.52461734409	57437.968400041245	42633.95174895775	49062.31798106338	61930.00622322362	46842.60838587919	59887.286594981706	53315.43844141428	57386.429335753295	60636.091440187396	59724.61392902562	63438.43644961092	61411.31058938269	21725.97248572985	69797.31403557138	62027.74359405521	48678.63979862145	68785.76288361932	63898.33140652676	62585.83815988971	53668.24512440992	55440.65903996805	63609.98096798307	15973.0534436008	64569.44858985534	57640.941731766885	61935.05052519737	33206.2330564378	51571.337167372396	63513.21586908594	55625.171482842445	52820.87580664368	57979.09598108528	62129.390714664885	53829.527149857895	58131.80715630564	56321.31657265988	58419.260753197064	65569.15633502201	50598.40276808782	46122.941262092216	66707.2708252676	68879.36824644431	62050.88034840051	63755.70210606686	52132.43706247198	63234.73267033027	8988.988191204076	62298.444095919156	57432.58353035099	51865.373505446754	48964.85721822517	63964.01845176171	48249.97510204191	63884.44058347666	57095.21534156396	47739.91940516743	61553.43563725492	44271.551943974446	55069.82567239964	50882.164569619374	40093.31636947213	49084.76914547527	45231.847646629525	40124.02515211041
SRX298284	80177.4580974804	46226.38057224313	94373.14212120738	77382.57726950379	72333.48530924652	85113.68628749142	81199.6710911674	77767.44824242326	78202.54837485788	83871.0442165131	95789.3305978502	91044.05336431092	86931.52267538913	95137.4558152248	76119.75009507431	94693.01450296899	54904.407766212295	4398.519995437784	102456.8172769202	91841.05051262166	81627.37758194773	81515.08944219929	99377.89893951932	80605.28090401397	90055.6866742125	90598.23210006932	75172.50860162303	85486.27177557857	39916.96062293119	99599.56746961815	93309.30627327149	73283.50580598203	88567.61896654872	51218.51684347556	95639.24856663188	73786.98868015043	87206.25100242588	61970.87244174699	72004.39301021578	94494.62018973174	68431.19202680209	91239.27858152465	79220.95943296718	86695.73255718354	92351.36445504887	90919.24815002247	96361.48752319682	93563.14673923711	32158.030407574526	101543.64524404022	88706.861553427	71138.80483662378	99765.87521862284	96762.81535354602	94746.58505218354	79807.57121363266	82738.30677823561	96476.32094530536	23869.888018944574	92773.95511974591	82014.57039449607	93755.09384222352	47413.05461069084	75882.62416412102	96122.58909531341	83196.83400854564	78428.61892557803	88037.52275216178	94093.39206616474	80100.48807562471	88477.4063598093	84397.10792114622	88992.61914033614	97282.14177696	74385.4883113845	67348.20852309406	96237.16749862285	101264.84723517757	93974.22764026305	96493.04231282593	77170.84321828677	96056.04380045983	13750.308150743083	94327.93882523227	87157.98592268761	76585.81309384425	71755.76674297046	95682.80722639595	70428.43417167022	95366.27000789274	86096.98106993652	69746.28779542226	92987.4990252205	64312.31839713424	82039.83058589681	74781.98455786007	57265.11501129778	69971.99459461072	65864.98274664272	58504.469742445945
SRX298285	69690.9909147421	36659.87637356311	80671.99119092553	67311.87642786719	62056.16144961379	73706.43716776122	70548.38279207482	67696.9775965801	68099.62232879012	72850.89246662873	81854.80479851917	77632.3726243223	74555.46113976865	81330.6285853628	65657.10318825551	80604.65843003817	46169.35986509877	3641.5545412484807	91668.93296210484	78167.94019348703	71060.61180392456	70834.18630742244	92761.664387478	69951.99602993357	77076.75149638238	77474.25275386657	64936.33263540268	73877.81072053919	31388.39149136817	91442.92905653977	79461.31115600812	63395.75215744543	75695.28028657366	41692.36154356496	81942.65544559954	63945.943964056954	74322.66268197466	53514.91296151477	62071.82501139747	80363.59392404744	59670.35330169356	77826.05942980928	69066.83040959857	74588.85015717082	78310.36354251776	77508.18407291287	82697.27914532532	79381.01602161666	25607.08435392088	92141.3808880568	83887.24996587892	62205.886398223134	92546.22492541591	82841.02957963399	80372.85865426698	69569.54256413398	72082.81760804588	82809.48421902799	18997.150316033105	87548.37488541508	77475.45304091494	79701.59799339468	42078.684551385166	65393.5817414752	81810.79992541508	72421.36602052164	68362.2550691105	75187.54660994723	80273.33395368599	69594.22116274221	75682.83421554271	73195.96654923416	76152.54577896991	83792.70231119392	64273.46216664957	58710.709730612965	90153.17120799844	88274.33384087602	80003.05843849339	82506.08726012643	67088.85292341391	82356.76948965329	11006.608404900777	80077.81395195576	74398.64969991328	66257.63490238883	62244.56514066758	81806.7452457285	61519.30691091074	81520.66202315177	74235.08049596769	60884.13627626564	79095.28349002771	55760.80039425313	71427.96182940072	64688.455300020876	51659.79437489486	65336.12616903364	57521.086010698404	49987.60309724605
SRX298286	131197.1379883254	67581.40186480568	158825.48403823227	127491.66516118599	117498.0113529689	136170.2899021173	131052.77117594932	128897.03650733085	129812.70777906859	134802.42632700317	160370.7394620381	143984.45080394906	138848.57548881407	151131.13278825907	123258.05306786821	150042.0598217237	84243.50614638465	6750.266306654722	170267.0693579873	145272.22144864406	130881.99090777403	130885.95176150082	171205.10464535558	130760.19488846946	142872.49945020347	143388.39647887513	122033.20673634777	136833.71339553557	58582.0443461948	170674.89478930278	157782.93335061704	119204.05963396683	140031.72365441712	77503.83277028041	153138.22748619138	119923.18698065239	138979.73214706438	96531.81954979715	116417.53309021944	149072.6491903793	110158.50828013482	144364.8839576367	131838.82833499135	138580.8834425569	146169.07832539082	143924.2000851986	155181.9835120468	147275.76218028567	46628.22955752159	170987.49273719714	158227.3506988633	114479.65725994344	171331.24028631137	156852.3899001971	156540.7714468384	132036.8586634769	133221.58689718592	155972.35659980273	35073.4791354105	164783.17775587138	147522.48325221497	158156.22421529674	84804.04885180206	122716.12655480919	157443.21291208421	134237.73723084887	130578.43184016648	139210.74114308006	156755.04210384836	131502.99361421922	140415.97899613663	135258.40162006894	141409.70443062438	163739.81975172137	120608.78026622884	108088.95169371579	169277.8235292851	167715.54085551627	157372.69565462688	157363.01789306835	126551.23906804615	154605.89340253922	20412.44433722883	156099.65964895036	139289.497154755	124667.55905290584	115172.3152055161	160885.3426784311	113132.62558167087	161664.03254374076	137465.6595617865	112482.67929648592	157496.88380920078	101046.09780928273	131746.7159309355	121332.95830986708	106441.72008048093	128864.67007714452	104944.90808060285	90981.26219546954
SRX298287	71480.55254297283	38064.57712221889	81301.10754944383	70477.00667475816	65032.037045868536	75015.09712359632	71580.1765628503	71026.04872131103	71310.73075751401	74276.24304016116	81399.85586277439	77456.22093677359	75686.28179826816	80056.02017729136	68122.49168311145	79572.84778708208	47296.9055035291	3933.906023418562	81947.80970686652	77818.97767692388	71558.47551142532	71527.16418664531	79147.16611862475	71406.67575132322	77024.89383645006	77197.11584809527	68036.81969634087	75319.46261163533	33352.53919190736	80228.52957076335	81005.55738746452	66143.84555836413	75515.90822578769	43433.33767880186	80881.61251939222	66888.95592624752	75553.72856879816	53565.80279819154	64284.392910557915	79202.85061077356	60526.94067895968	77490.2238837371	71881.38215071447	75727.46615204604	78113.92169435127	77291.1503341986	81795.42576012322	78619.59787817104	26869.836095989158	81226.19513971286	70964.68640991923	62602.652862047515	79835.5525902015	82157.19856271325	81817.86580172919	72128.407616223	73063.6600651621	81903.40266102357	20147.968346082445	74823.12672848211	65487.437563750434	81486.87795048534	38663.6401478584	68223.61512525374	82242.3093380303	73676.55133044219	71547.68300211341	75468.22233530381	81589.88589623579	71949.35637545792	75667.78620490787	74570.77658229104	76218.34586714212	80709.24972871358	67486.19091337443	59580.7480318755	77556.66078629492	81668.50201836489	81436.9564779915	82280.31553007035	69938.88301944673	81493.12305879197	11953.907445165127	81462.71458269423	76070.08617051505	68815.84468242324	63219.23847146166	80982.59541236043	61621.24024886483	80547.59160480143	75474.95399729488	61425.98011224196	81086.2783229653	56053.033889188555	72182.23006452931	67716.96425410225	47583.623249855904	57102.48943069663	57962.51289684562	50605.20371332976
SRX298288	40928.50812422662	20553.972807483344	47987.38884890847	39122.035256845826	35192.65445464467	43473.18560469736	41066.23015746904	39625.86451454458	40004.290064744855	42817.972868943034	48226.657535458384	45686.99876050413	44481.99249439755	46905.69434923785	37534.602746090815	46909.89598792933	25670.557025373237	2185.5663246352465	50569.01247935028	45936.356709992055	41458.52496257471	41176.51969709899	49169.09593736939	40908.50132401782	45549.59307797941	45560.49253546947	36973.129301559384	43681.43867646065	17865.271586997842	49840.98696530388	47815.823037419905	35780.20961729501	44867.17785428108	23536.417099245115	47433.21786466284	36178.219521551444	44607.668462732574	29037.565493380476	34772.16442917633	46777.10544950217	32709.309485545687	45781.97936623013	40831.662432692574	44296.65015234224	46073.87242667009	45659.56726113653	47888.89313125289	46462.834792275906	14606.520288630836	50362.65883919367	43616.376441600514	34130.874017116796	49657.40038379793	48142.06239978547	47778.073568042506	41045.11713875537	42363.11408659507	47980.55780042869	11076.937817765647	46190.86976595047	40541.45008606772	47779.981228334174	21950.05806196044	37305.628859804376	48100.93721060529	42570.60515715886	40349.417867674354	44758.13996210102	47813.078040006665	40986.22394029572	44894.5481056944	43096.08946615375	45143.357403915186	48964.86374550388	36421.21373767187	32175.55068228987	48032.22737867106	49912.135500564254	47753.77421679458	48167.40829067014	38748.6875550651	47793.32567851953	6677.1136263197595	47687.05211529273	44666.7709625062	38052.90305963645	34356.187193471975	48125.27110953122	33800.80507354973	48405.15294229974	43946.73345463642	33501.005009956985	47733.48471573858	30216.67187803007	41988.783466918176	36691.41626747652	28213.213750755334	34991.3751455446	31239.633865232146	27517.228571002037
