Sample	33.0	99.0	79.0	20.0	92.0	87.0	52.0	40.0	10.0	84.0	44.0	31.0	50.0	42.0	96.0	19.0	4.0	29.0	70.0	89.0	35.0	26.0	8.0	62.0	43.0	41.0	88.0	9.0	80.0	54.0	16.0	39.0	3.0	14.0	11.0	47.0	17.0	66.0	90.0	1.0	58.0	57.0	6.0	30.0	77.0	25.0	68.0	53.0	59.0	60.0	12.0	98.0	93.0	63.0	83.0	67.0	100.0	51.0	94.0	7.0	15.0	78.0	95.0	97.0	81.0	22.0	91.0	64.0	28.0	46.0	69.0	82.0	74.0	27.0	0.0	61.0	72.0	24.0	65.0	71.0	56.0	73.0	86.0	2.0	48.0	21.0	34.0	23.0	5.0	85.0	13.0	76.0	75.0	55.0	37.0	49.0	18.0	38.0	45.0	36.0	32.0
SRX298280_1	215913.0	4.0	1354.0	42124.5	83.0	110.0	689647.5	217316.5	34825.0	313.5	326622.0	206999.5	530137.5	256400.0	24.5	38715.0	2624.0	168087.5	88976.5	57.5	190287.0	122570.5	34534.0	895683.0	276108.5	239917.0	82.5	39899.5	903.5	848927.5	43651.5	205928.5	2179.5	50332.5	39676.0	423983.0	42295.5	422370.5	52.0	1287.5	1094689.0	1110603.0	19147.0	187329.5	2798.5	106533.0	190886.0	768587.5	1022285.0	976623.5	46006.5	13.5	66.5	801753.0	434.0	275243.5	4.5	590134.5	57.0	21387.5	51523.0	1938.5	35.0	23.5	628.5	88801.5	79.5	693323.0	157618.5	381120.0	128716.5	540.0	10753.5	143495.5	1017.0	955547.0	44714.0	106582.0	570945.5	63527.5	1057191.0	27270.0	137.5	1797.5	468592.0	64100.0	205597.0	103722.5	7481.0	210.0	45308.5	4056.5	6114.0	970756.5	192117.5	495617.0	36901.0	200208.5	365315.0	188523.5	213302.0
SRX298280_2	223755.0	3.5	4686.5	43608.0	125.0	381.0	726701.5	233884.0	34122.0	962.5	349133.0	212390.0	567049.0	277908.0	6.5	39727.0	2265.5	174565.5	115156.0	146.5	200581.0	127677.0	33112.5	922640.0	299643.5	258741.0	265.0	38025.0	3347.0	888184.5	46100.0	220343.0	2016.0	52331.0	39622.0	453850.5	43591.0	451525.5	118.5	1360.0	1123370.0	1134979.0	18413.0	193524.5	8464.0	111296.0	224759.0	806203.5	1056751.0	1009107.0	48536.5	4.5	97.0	830126.5	1514.0	310276.5	3.5	628016.0	59.0	21072.5	55011.5	6278.0	29.5	6.5	2445.0	89979.5	123.5	720915.5	163724.5	408779.0	158584.5	2070.0	22267.0	149054.5	1207.0	982319.5	63205.0	110549.0	598769.0	85561.0	1084654.0	42158.0	455.0	1735.5	500522.0	64905.5	214684.5	106891.5	6932.0	647.5	48004.0	11364.0	15161.5	1004016.5	204259.0	530491.0	38106.0	213420.5	388837.0	199316.5	219805.5
SRX298281_1	170021.0	5.5	1026.5	28061.0	40.5	94.5	529910.0	169108.0	22154.0	242.0	250572.0	163280.5	423374.5	199256.5	12.5	26307.0	2740.0	132144.5	61578.5	38.0	149592.0	92483.5	22561.5	627384.5	213461.5	186345.0	65.5	24948.5	745.5	625935.0	28759.5	159827.0	2248.5	35007.0	27767.5	333295.5	28152.0	293025.0	26.5	1455.0	777260.0	789888.5	13049.0	146388.5	2001.0	79017.5	130878.0	577948.0	727935.0	691360.5	33558.0	8.5	33.0	560895.5	328.0	188834.0	7.0	465613.0	23.0	14757.5	34753.5	1405.5	13.5	13.0	543.0	62091.0	37.0	479519.5	123322.5	299868.5	88589.5	434.0	7267.0	110249.0	1176.0	665917.5	29658.5	77420.5	396652.5	44332.5	760364.5	17317.0	124.0	1897.5	367783.0	43721.5	162018.5	74550.5	6011.0	173.5	31773.5	2878.0	4287.5	708276.0	148338.0	391218.5	25606.0	153216.0	283797.5	147961.5	168830.5
SRX298281_2	175280.5	5.0	3415.5	29195.0	86.5	349.5	553659.5	179004.0	21104.0	787.0	267234.5	166659.0	446578.0	213445.0	18.5	27162.5	1930.5	136197.0	78280.5	126.5	156025.0	95992.5	21072.5	643962.5	229378.5	198185.5	237.5	23422.5	2398.5	649894.5	30742.5	168401.0	1802.0	37231.0	26821.5	353838.5	28552.0	314772.0	93.0	1511.0	793338.0	803539.0	12053.0	150325.0	6079.0	82262.5	153459.5	602063.0	747375.0	711092.0	35125.5	11.0	73.5	579809.5	1134.0	213723.0	5.5	489671.5	50.5	13933.0	38427.0	4618.5	33.0	17.5	1736.5	62920.0	81.5	501712.5	126523.0	318357.5	107859.5	1483.0	14923.0	113586.5	1430.0	684836.0	41800.5	80182.0	418808.5	58529.5	778137.0	26991.0	408.0	1691.5	390587.5	44358.0	168234.5	76574.5	5031.5	559.0	33976.0	7970.5	10506.5	728458.0	155201.5	414891.0	26188.0	160817.0	300475.5	154506.0	172782.5
SRX298282_1	299819.0	9.5	2101.0	51823.0	32.5	168.0	904489.5	301021.5	53553.5	518.5	440504.0	279234.5	705405.5	350079.5	9.0	49196.0	6867.0	223917.0	126631.5	66.5	263481.0	159497.0	54202.0	1224922.0	373549.0	330940.0	119.0	61368.0	1486.0	1110186.0	55722.5	285704.5	5362.5	72428.0	63078.5	565476.5	52415.5	591199.5	38.0	3057.5	1431295.5	1446580.0	31094.5	249121.5	4126.5	136213.5	264161.5	1006450.0	1348949.0	1304125.5	70947.5	7.5	23.5	1104081.0	680.0	379587.5	13.0	781444.0	17.5	34115.0	69626.0	2874.0	11.0	9.0	1063.0	113993.5	36.0	958175.0	209094.0	511629.0	181241.5	861.0	15089.5	188751.0	2445.0	1289727.5	61756.5	139710.0	797809.0	90583.5	1378381.0	37307.5	212.0	4214.5	622452.0	78129.5	285524.5	139963.5	14770.5	344.5	67764.0	6061.0	8891.5	1268270.5	266237.5	658566.0	46854.0	278200.5	492106.0	261224.0	293362.0
SRX298282_2	309096.0	5.5	6747.5	53443.5	99.0	671.0	952820.5	320776.0	50628.5	1531.0	469772.0	286087.5	749094.0	375956.0	12.5	50001.5	3882.5	230532.0	162600.0	220.0	276058.5	165358.0	49774.5	1258652.0	402853.0	353314.0	453.0	57076.5	4752.0	1158428.5	58872.5	304092.5	3571.0	76196.0	61429.0	599723.5	53166.5	633329.0	133.0	2671.0	1467990.5	1479200.0	26375.5	255702.5	12376.5	142236.5	311760.0	1053607.0	1392172.5	1344974.5	77697.5	8.0	72.0	1144663.5	2243.5	429387.0	6.0	829529.5	36.5	30358.0	75815.5	9254.0	21.5	11.5	3474.0	115412.5	102.5	1000513.5	215663.5	543960.0	222297.0	2941.0	31220.0	194827.0	2450.0	1323195.5	86646.0	145035.5	838947.0	120668.0	1416635.0	57510.0	776.0	3205.0	660038.0	78653.0	295990.0	144133.5	10551.0	1062.5	75067.5	16336.5	21598.5	1311608.0	280367.5	699586.5	47524.5	293936.0	521125.0	274721.5	301639.5
SRX298283_1	380158.0	4.5	1587.5	80192.5	25.5	161.5	810379.5	312486.0	86750.0	396.0	393419.0	357976.5	679655.0	357411.0	6.5	76252.5	9399.5	288037.5	63133.0	63.0	312168.0	219504.0	86677.5	689310.5	375713.5	331435.0	113.0	98582.5	1090.5	867610.5	88733.5	299727.5	7276.5	117601.0	101866.5	508243.0	81656.0	251510.0	35.5	3717.5	923749.5	948084.5	50716.0	321835.0	2974.0	189890.5	120001.5	850856.5	879991.0	830270.0	114627.0	5.0	21.5	589926.5	506.0	174068.0	6.5	739507.5	16.0	55055.0	112503.0	2140.0	8.5	7.0	764.5	174288.0	29.0	454508.0	275481.5	456517.0	84371.0	623.5	10615.5	257165.0	2772.0	759930.5	32046.0	204498.0	341736.0	45845.0	940093.0	20644.5	209.0	5547.5	564735.0	120601.5	355107.0	210835.0	22422.5	289.0	110628.5	4237.0	6533.5	907009.0	304125.0	618887.5	71578.5	297969.5	423927.0	306076.5	369451.5
SRX298283_2	389546.0	6.5	4250.0	79247.0	76.0	438.0	840519.5	330389.5	81601.0	1009.5	418209.5	364516.0	711239.5	377648.5	13.0	74575.5	5245.5	295585.0	81561.0	170.0	323666.0	226761.5	79263.5	712374.0	397968.0	350485.0	315.0	90781.5	3071.5	900156.0	92927.5	315401.5	4672.5	120783.0	97610.5	536823.0	81277.5	276369.0	102.0	3093.0	950190.0	971660.0	43321.5	329336.5	7487.5	198977.0	144709.0	881497.5	906338.5	854662.0	120939.5	9.0	54.0	612503.5	1527.5	200146.0	7.0	770306.5	26.5	49022.5	120754.0	5667.5	17.5	12.5	2335.5	172076.5	79.5	480649.0	284359.0	483076.0	106193.5	2031.5	18671.5	265766.0	2710.0	785908.5	45425.0	213674.0	368005.5	61278.5	967797.0	31193.5	516.5	3987.0	594651.0	117411.5	365999.5	215717.0	16491.5	708.0	117994.5	9818.0	13100.5	938559.5	316236.5	650893.5	70684.0	311887.5	449301.0	317520.5	376418.0
SRX298284_1	507964.5	3.0	2691.0	101268.0	16.5	221.5	1273432.0	466672.0	98616.0	541.5	600986.5	482094.0	1071529.0	532820.5	6.0	93834.5	7186.5	390527.5	100316.5	70.5	435407.5	285193.0	97563.0	1092700.0	561944.0	497196.5	146.0	110331.5	1890.5	1373974.5	104115.5	444725.5	5938.0	131519.5	115886.0	791901.0	100246.0	397518.5	30.0	3045.0	1451293.5	1484808.5	55590.0	436722.5	5283.5	245952.0	190977.0	1343832.0	1389978.0	1308471.5	128805.5	5.5	10.0	934348.5	817.5	274890.0	2.0	1159942.0	4.5	61515.5	126870.0	3680.0	5.0	7.0	1339.5	220832.5	18.5	721285.5	369268.5	709682.5	135584.5	1114.5	17324.0	338562.5	2121.0	1197422.5	47585.5	257349.0	547019.0	69940.5	1478716.0	31027.0	280.0	4752.5	880971.5	155272.0	479950.5	260668.0	21096.5	378.5	124264.5	7553.5	11198.5	1432919.0	431886.0	973730.0	87929.0	434571.0	655054.0	430073.0	495776.0
