	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298293_2 - Adapter 1	5608674	1596655	369464	82974	41563	11786	3120	1668	2307	1849	1950	1412	1400	1661	926	1254	1511	767	980	851	489	682	1249	1643	883	1503	1103	1295	876	1817	258	711	556	478	666	598	702	833	912	873	1235	1862	552	1056	1614	689	755	576	712	1185	1576	703	620	827	1067	749	1126	2048	1664	1974	2415	4234	10760	16459	25786	12957	2131	761	288	117	96	63	53	40	48	43	63	52	49	33	31	54	59	35	33	45	46	37	39	51	40	35	23	13	30	43	77	25	7	17
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298294_1 - Adapter 1	6051075	1816982	394212	99641	42388	14431	3768	1823	2274	1767	2284	1154	1046	901	947	887	893	936	692	710	683	628	586	536	516	525	564	555	501	503	374	475	423	496	504	531	365	478	550	546	408	421	521	302	266	469	315	347	248	260	289	263	339	471	427	247	280	349	377	443	528	425	483	732	952	1310	702	725	980	1391	2039	3362	2372	2197	1402	803	236	107	48	44	44	87	59	31	21	25	55	25	23	17	34	34	18	9	18	8	74	8	9	20
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298294_2 - Adapter 1	5817219	1781983	370703	94666	40276	14492	3836	1907	2398	1956	2215	1287	1121	1268	808	932	1157	594	840	749	362	567	630	811	514	618	498	703	391	987	140	400	284	267	345	305	330	439	377	366	535	684	257	350	490	446	278	228	247	356	412	229	174	288	322	268	337	582	471	629	662	1137	2781	4157	6268	3292	548	195	84	44	40	49	28	31	37	33	53	30	34	25	30	77	47	25	15	23	49	23	20	29	25	36	14	13	24	8	71	5	12	11
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298295_1 - Adapter 1	12240114	3286822	737339	188795	68431	25263	6821	3995	4731	3374	2792	2087	1724	1853	1758	1570	1642	1694	1387	1438	1236	1243	1130	1112	943	1017	1004	1018	1036	989	698	754	680	681	615	574	529	537	533	519	635	521	478	410	352	438	460	352	265	306	290	235	277	366	310	240	278	295	277	328	291	376	430	812	1136	745	715	969	1533	2813	5295	3980	4225	3039	1038	749	421	203	194	81	88	72	107	62	78	56	58	78	68	70	64	72	47	37	64	42	156	50	54	276
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298295_2 - Adapter 1	11887806	3234823	693600	179628	66517	25024	7159	4068	5037	3602	2774	2177	2022	2259	1528	1817	2158	1173	1582	1472	719	1175	1593	1512	1006	1840	1062	1305	987	1675	291	646	461	456	545	483	530	462	550	451	676	686	305	461	440	381	384	255	236	284	335	182	144	215	268	195	245	297	238	253	323	549	1257	2893	4764	2136	379	133	59	55	110	114	95	89	52	80	158	115	102	48	50	34	94	34	31	29	29	35	44	56	50	44	19	23	35	12	95	23	13	42
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298296_1 - Adapter 1	4426653	1128401	261336	66687	24300	8568	3066	1970	2154	1675	1394	1214	1088	1139	1083	1023	1100	980	760	894	840	899	820	790	746	768	828	893	844	884	552	717	739	738	731	934	1006	1512	582	765	986	715	580	410	601	805	685	704	713	530	740	817	876	571	547	766	754	880	925	927	846	1145	1763	2201	1269	1502	1746	2450	3965	6047	4724	4855	3366	2194	533	166	116	47	59	30	25	33	41	18	26	32	20	25	26	22	30	20	16	18	31	21	61	11	11	24
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298296_2 - Adapter 1	4322594	1108410	250224	65320	24129	8680	3155	2154	2551	1851	1473	1340	1298	1496	941	1117	1484	754	1011	953	502	849	895	1364	775	1040	832	1144	715	1639	248	639	471	399	626	570	685	832	710	792	867	1430	493	803	1024	559	682	642	599	796	987	576	461	653	742	611	779	1182	966	1276	1297	2050	4747	7229	12513	7519	1301	428	146	61	55	63	31	58	26	38	45	34	47	31	30	28	40	29	23	27	26	26	24	22	36	23	17	21	18	13	72	10	5	8
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298297_1 - Adapter 1	7025350	1800857	412367	104702	36705	13960	4254	2544	2933	2042	1759	1167	1091	1015	992	1019	1011	988	733	701	647	684	681	725	628	577	643	670	709	648	533	594	594	619	546	572	772	852	676	651	845	582	570	461	667	788	625	690	695	524	789	813	950	605	535	764	802	1185	985	924	983	1300	2107	2724	1508	1818	2066	2775	4898	8149	5828	6126	4312	3176	848	267	133	75	79	56	56	43	78	25	24	35	30	41	37	39	51	25	26	19	32	26	121	28	14	15
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298297_2 - Adapter 1	6832648	1767182	392857	102202	35937	14239	4507	2860	3310	2287	1753	1386	1300	1403	962	1121	1345	706	915	799	372	679	711	1124	616	724	648	864	570	1295	183	539	414	383	477	451	534	633	607	625	807	1230	432	767	928	490	627	622	572	745	1011	467	441	700	753	575	802	1565	1068	1405	1491	2394	5962	9287	16303	9740	1635	484	172	99	60	58	55	61	36	51	72	50	64	39	41	57	82	29	43	39	36	38	35	34	49	34	35	23	42	31	106	21	9	14
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298298_1 - Adapter 1	3443938	1041753	194128	51076	25106	8675	1816	1076	1278	973	858	697	571	589	677	544	570	571	435	511	482	494	527	455	446	438	480	524	534	545	385	421	375	505	546	555	582	795	535	611	693	513	374	307	525	718	531	506	525	455	674	710	722	488	482	732	764	876	970	828	899	1307	2247	2784	1413	1815	2180	3298	6351	9200	6843	8291	5571	3051	660	246	113	72	52	41	47	39	50	22	42	27	27	32	29	25	29	23	26	32	74	31	77	14	18	69
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298298_2 - Adapter 1	3348628	1018507	184043	50323	23708	8454	1943	1146	1504	1157	934	840	784	897	633	710	843	405	552	566	294	464	657	838	467	678	529	733	488	1084	179	376	269	337	382	353	442	501	508	556	634	974	365	585	824	449	527	434	419	682	889	423	328	571	664	560	673	1346	1045	1261	1521	2496	6518	10431	18493	10817	1589	510	242	107	60	76	44	47	52	36	41	34	28	27	32	38	48	32	39	41	41	25	30	34	29	28	31	16	44	31	71	7	5	13
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298299_1 - Adapter 1	3945835	1145964	237120	62430	29881	8315	1761	971	1131	940	1177	701	545	511	506	471	528	472	413	397	461	404	446	445	410	411	424	424	451	452	354	384	363	498	429	339	366	435	451	410	583	696	594	402	276	289	308	365	285	300	332	300	463	482	569	375	317	453	438	479	611	506	594	844	1222	1579	990	954	1377	1863	3189	5266	4015	3466	2392	1670	333	148	73	48	27	17	37	13	17	11	14	14	14	9	22	15	16	11	16	19	43	11	9	25
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298299_2 - Adapter 1	3843753	1122030	225170	60934	28199	7877	1838	1004	1346	1119	1189	796	702	780	469	622	712	387	534	493	259	377	567	750	427	638	471	579	372	877	138	354	250	257	306	318	364	358	418	388	510	771	267	480	621	363	345	276	349	478	556	290	296	346	495	375	442	762	576	692	868	1496	3524	5506	10113	5879	887	320	127	48	29	40	29	22	11	21	22	29	32	25	20	20	29	21	19	22	21	24	12	24	25	18	20	11	18	25	57	8	3	13
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298300_1 - Adapter 1	7306013	2217493	410024	106545	46213	17214	3560	1699	2440	1701	1462	1100	1047	1013	1040	931	1066	1095	788	875	835	878	837	793	787	786	916	802	986	880	678	717	780	1032	1187	1457	922	919	1190	691	839	799	607	511	783	1063	759	779	828	705	980	1140	1175	617	704	909	1014	1226	1389	1193	1235	1773	3157	3426	1808	2238	2719	4169	7816	11260	6234	5403	2782	1448	479	149	130	77	58	38	40	54	67	26	30	27	28	28	40	34	43	25	33	13	35	20	97	28	21	43
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298300_2 - Adapter 1	7084298	2152826	386327	102756	44124	16393	3823	1823	2714	1984	1459	1358	1254	1471	861	1076	1477	721	969	883	454	761	908	1436	773	1070	876	1114	766	1793	231	602	380	492	610	590	711	789	762	833	1002	1757	504	915	1287	619	679	622	646	1021	1238	598	429	706	945	658	857	1920	1375	1633	1956	3243	9307	13170	15709	6114	1061	340	148	92	77	62	38	50	36	46	49	32	42	29	28	45	60	27	40	39	43	25	37	40	35	39	24	17	31	38	108	19	6	9
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298301_1 - Adapter 1	3149448	844788	186210	55554	19935	7883	2670	1671	1839	1546	1393	1250	978	980	905	804	887	726	699	704	764	635	518	549	556	426	532	520	497	541	366	364	368	380	358	321	257	517	405	470	419	273	197	139	243	273	148	213	209	201	286	277	203	140	153	278	211	209	268	259	223	639	621	609	308	421	655	1281	2495	1679	1239	905	285	157	39	25	37	25	17	12	20	24	15	18	12	19	9	10	13	13	10	10	6	10	35	21	17	12	12	98
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	100
SRX298301_2 - Adapter 1	3042391	816713	173743	51923	18616	7689	2722	1793	2141	1726	1448	1324	1224	1170	800	955	1199	483	871	772	413	584	654	846	541	789	524	628	446	949	103	315	239	230	264	247	320	360	301	263	320	404	167	224	314	173	144	155	168	206	243	127	65	142	227	263	150	183	165	269	219	431	690	1371	1466	575	108	49	22	16	28	47	19	30	8	12	18	29	10	11	12	17	5	8	8	12	9	9	11	3	14	14	5	3	14	1	9	1	13
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298302_1 - Adapter 1	10394546	3076953	614434	170157	70066	27818	6379	4210	4727	3702	3197	2442	2168	2088	2108	2014	2244	2214	1633	1709	1699	1569	1455	1458	1444	1321	1413	1430	1464	1546	1145	1256	1116	1288	1428	1303	1370	1507	1310	1360	1932	1114	1008	731	1117	1326	1061	1000	1022	848	1115	1365	1360	748	746	1147	1119	1374	1669	1357	1373	1969	3449	3557	1995	2282	2810	4251	7299	11159	6540	5129	2742	1507	512	197	163	105	74	63	49	54	70	24	43	25	51	50	30	42	53	30	28	31	41	27	116	19	15	48
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298302_2 - Adapter 1	10044263	2990625	576396	161341	66856	27432	6694	4376	4986	4087	3072	2743	2324	2770	1835	2185	2966	1440	1925	1766	947	1380	1509	2429	1375	1722	1370	1980	1151	2933	306	977	693	675	920	867	1029	1169	1154	1061	1334	2222	745	1186	1550	798	891	756	840	1294	1471	660	498	805	1013	803	914	1915	1531	1791	2088	3367	9256	13362	16103	6108	1078	403	173	94	82	85	75	85	49	65	69	51	60	38	43	41	76	29	37	39	37	49	34	42	67	32	39	17	29	25	104	10	11	7
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298303_1 - Adapter 1	9977763	3031546	582927	160666	68354	27071	5034	2482	3058	2296	2028	1328	1222	1166	1148	1083	1127	1184	839	925	849	947	843	876	774	795	785	798	882	915	588	586	653	710	794	976	869	534	797	1056	1739	1571	936	408	334	444	556	576	452	495	579	534	809	1032	787	470	586	800	925	1309	1222	1123	1577	2782	3949	3017	1945	2471	4257	6792	14393	12917	6249	3762	1955	1025	592	317	181	89	79	74	84	29	50	39	49	39	53	41	59	38	40	27	58	53	123	50	57	322
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298303_2 - Adapter 1	9620264	2954820	548229	153446	64708	26318	5137	2522	3603	2793	2273	1618	1833	1663	1149	1422	1534	807	1010	889	448	859	1386	1424	737	2171	1109	1106	905	1512	240	510	355	376	456	464	545	524	579	496	823	1103	402	733	776	470	490	388	427	685	840	322	257	414	498	409	548	1058	715	988	1137	2011	5816	9034	11250	3974	683	212	115	59	46	69	55	45	32	45	55	54	36	32	36	36	50	32	32	25	25	25	37	25	42	34	12	13	28	20	99	13	7	13
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298304_1 - Adapter 1	6571918	1877087	362232	100709	48455	16430	5872	4097	3972	3397	2639	2383	1944	1713	1780	1577	1601	1713	1115	1072	1092	988	983	839	806	783	820	802	835	789	654	486	637	559	642	588	655	666	932	1018	1132	716	361	245	459	666	497	468	485	467	637	642	754	434	368	611	624	657	802	593	641	1004	1643	1798	972	1241	1461	2228	4142	5697	3205	3068	1458	669	233	115	99	84	43	38	39	64	26	33	26	36	37	22	18	21	36	27	16	20	16	23	60	9	8	25
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298304_2 - Adapter 1	6381413	1826805	339238	97481	45827	15914	6198	4195	4329	3695	2425	2667	2035	2463	1499	1707	2286	990	1412	1219	441	885	955	1490	815	1082	712	1154	636	1573	167	504	349	292	422	447	542	578	526	511	728	1230	355	622	865	436	478	356	393	704	850	282	265	467	575	393	513	1036	754	860	1107	1836	5194	7035	7901	3190	564	196	107	36	48	58	40	52	44	38	64	44	42	31	31	66	34	32	24	25	34	25	21	30	31	31	19	9	18	16	56	11	5	4
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298305_1 - Adapter 1	7573848	2293185	433718	122431	64982	21448	7501	5228	4923	4383	3377	2915	2478	2185	2262	2012	2106	2068	1348	1410	1259	1265	1105	1030	1028	1000	1074	1023	1014	1075	699	855	676	801	671	849	880	1093	1095	1144	1471	990	638	491	746	1114	625	620	684	607	884	1001	1045	591	482	803	906	911	1042	737	859	1457	2309	2239	1213	1511	2163	3590	6760	7647	4604	4045	1924	903	300	137	139	112	81	55	52	163	80	73	42	55	85	52	50	35	50	94	22	23	49	41	143	23	36	99
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298305_2 - Adapter 1	7309704	2232332	405842	116637	61413	21092	7618	5468	5389	4935	3321	3262	2642	3107	1798	2156	2866	1180	1693	1487	509	1096	1368	1870	1040	1590	996	1533	737	2067	230	666	433	362	606	496	637	719	742	685	988	1640	470	863	1109	593	519	453	541	921	1156	435	319	577	697	488	691	1209	902	1011	1363	2368	6132	8529	9873	4055	701	224	103	64	55	67	42	62	51	47	76	55	52	43	40	145	74	51	23	49	92	44	50	37	42	87	16	21	23	31	129	15	13	14
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298306_1 - Adapter 1	10362338	3136594	580078	159926	79539	24240	5869	2825	3411	2865	2285	1652	1350	1349	1333	1094	1225	1210	853	898	848	853	845	824	843	735	840	816	823	839	539	688	600	790	763	701	591	873	955	945	966	795	650	505	783	1066	720	638	648	603	876	959	1011	596	550	814	853	926	1011	734	791	1202	2090	2317	1206	1619	1726	2697	4800	7504	4114	4046	2139	908	276	105	127	79	58	43	45	69	77	47	29	53	74	41	56	32	45	62	30	25	34	26	174	28	13	14
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298306_2 - Adapter 1	10052247	3056663	544766	153380	75224	23347	5958	2909	3640	3199	2071	1864	1481	1942	1063	1228	1741	711	1106	942	326	766	862	1572	834	987	742	1175	601	1785	197	546	429	398	550	494	556	592	712	683	910	1582	401	800	1169	635	599	470	526	897	1153	449	361	571	739	528	695	1410	943	1109	1417	2467	6730	9132	10457	4292	743	292	136	77	68	86	82	71	57	43	91	52	51	55	35	77	67	46	49	44	88	51	47	47	50	60	27	19	42	33	166	26	18	18
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298307_1 - Adapter 1	8114960	2233273	460260	127795	46243	15535	5560	2976	3295	2665	2384	1780	1411	1429	1363	1324	1413	1410	902	933	993	960	825	827	816	755	763	844	919	884	725	688	647	870	728	533	723	834	705	1153	1211	677	565	300	606	859	529	461	522	482	727	850	852	447	326	553	725	736	829	618	717	1010	1670	1457	769	904	1181	1861	3543	5084	2942	2022	1173	685	222	119	156	94	82	55	78	226	110	91	35	66	196	76	54	45	85	112	27	22	50	25	193	22	39	42
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298307_2 - Adapter 1	7871707	2177656	432663	122006	44104	15619	5795	3133	3530	2926	2252	2000	1564	2070	1223	1292	1915	842	1194	1039	407	878	865	1428	731	963	655	1148	605	1587	195	488	371	331	471	390	490	574	614	562	772	1341	416	629	957	502	445	352	367	731	916	325	252	495	563	365	533	985	731	854	1020	1887	4816	6347	6715	2631	507	224	88	60	48	73	62	95	62	75	136	66	64	52	76	212	137	92	28	57	194	89	41	42	104	109	30	19	56	21	157	13	26	20
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298308_1 - Adapter 1	6273153	1744344	376324	98111	38290	11231	3060	1214	1702	1496	1574	969	814	785	743	711	736	856	609	638	646	729	596	674	616	578	644	728	678	717	546	639	647	753	901	642	762	903	844	848	1144	868	714	469	718	1203	837	718	630	626	1285	879	966	781	616	1013	918	1232	1195	915	974	1657	2471	2986	1684	2010	2158	3117	5657	9024	6281	7083	4699	3218	811	214	179	81	83	40	75	145	91	81	35	40	66	84	39	58	119	141	32	36	80	37	215	24	31	24
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
