	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298287_2 - Adapter 1	0.902574565241963	1.0030589241372698	0.8292171269049651	1.0074127742843957	1.410313153666596	2.0218996689584925	2.180239608090411	3.6360108653473033	20.527540729247477	77.45341614906832	293.08641975308643	771.5	2110.0	2810.0	1474.0	1930.0	2414.0	1158.0	1634.0	1328.0	670.0	1136.0	1434.0	2496.0	1184.0	1402.0	1186.0	1574.0	1208.0	2648.0	264.0	778.0	604.0	630.0	732.0	710.0	870.0	936.0	1134.0	1102.0	1346.0	2394.0	722.0	1232.0	1898.0	932.0	916.0	764.0	844.0	1566.0	1950.0	610.0	404.0	810.0	1098.0	822.0	1102.0	2518.0	1508.0	2044.0	2430.0	4298.0	13070.0	17156.0	15158.0	4858.0	858.0	364.0	218.0	84.0	108.0	178.0	80.0	144.0	80.0	86.0	166.0	94.0	138.0	102.0	90.0	178.0	132.0	78.0	64.0	94.0	126.0	66.0	72.0	64.0	100.0	134.0	52.0	28.0	82.0	36.0	192.0	22.0	18.0	12.0
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298288_1 - Adapter 1	0.9262234070493405	1.0257557493846767	0.8789573066574982	0.9418130617724586	1.4723008999274163	1.9264773297823574	2.6990918616835486	5.504715333566189	25.586592178770953	91.45251396648045	284.22222222222223	1042.7272727272727	3116.666666666667	3333.3333333333335	3130.0	2983.3333333333335	3293.3333333333335	3253.3333333333335	2293.3333333333335	2703.3333333333335	2486.666666666667	2593.3333333333335	2496.666666666667	2523.3333333333335	2376.666666666667	2180.0	2663.3333333333335	2630.0	2623.3333333333335	2770.0	1970.0	1850.0	2340.0	2063.3333333333335	2593.3333333333335	2353.3333333333335	2413.3333333333335	2606.666666666667	3800.0	3613.3333333333335	4016.666666666667	2710.0	1616.6666666666667	1303.3333333333335	2063.3333333333335	2813.3333333333335	2120.0	2120.0	2046.6666666666667	1976.6666666666667	3256.666666666667	2743.3333333333335	2846.666666666667	2240.0	1853.3333333333335	2876.666666666667	2780.0	2693.3333333333335	3746.666666666667	3006.666666666667	3206.666666666667	4820.0	7316.666666666667	8396.666666666668	4953.333333333334	5580.0	6550.0	9666.666666666668	16966.666666666668	26250.0	19426.666666666668	22313.333333333336	13953.333333333334	9900.0	2660.0	826.6666666666667	530.0	253.33333333333334	226.66666666666669	110.0	113.33333333333334	203.33333333333334	206.66666666666669	140.0	76.66666666666667	126.66666666666667	166.66666666666669	156.66666666666669	86.66666666666667	106.66666666666667	123.33333333333334	176.66666666666669	100.0	90.0	120.0	83.33333333333334	363.33333333333337	53.333333333333336	33.333333333333336	180.0
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298288_2 - Adapter 1	0.8973718121885863	1.0073864380556328	0.8353184673401114	0.9127659806698428	1.4141794506567995	1.9411032766486935	2.7951449528466643	5.895913377575969	30.195530726256987	103.24022346368716	286.44444444444446	1241.8181818181818	3623.3333333333335	4686.666666666667	2883.3333333333335	3353.3333333333335	4173.333333333334	2370.0	3000.0	2970.0	1450.0	2520.0	2826.666666666667	4410.0	2470.0	3080.0	2516.666666666667	3740.0	2056.666666666667	5070.0	770.0	1976.6666666666667	1426.6666666666667	1526.6666666666667	1913.3333333333335	1783.3333333333335	2276.666666666667	2446.666666666667	2420.0	2393.3333333333335	2853.3333333333335	4576.666666666667	1720.0	2850.0	3690.0	2036.6666666666667	2120.0	1913.3333333333335	1883.3333333333335	2936.666666666667	4340.0	1836.6666666666667	1483.3333333333335	2536.666666666667	2676.666666666667	2283.3333333333335	2733.3333333333335	4246.666666666667	3766.666666666667	4390.0	5006.666666666667	8276.666666666668	19943.333333333336	31603.333333333336	53713.333333333336	31923.333333333336	5100.0	1886.6666666666667	756.6666666666667	303.33333333333337	166.66666666666669	180.0	136.66666666666669	153.33333333333334	83.33333333333334	93.33333333333334	176.66666666666669	150.0	126.66666666666667	83.33333333333334	96.66666666666667	166.66666666666669	216.66666666666669	116.66666666666667	106.66666666666667	120.0	190.0	133.33333333333334	116.66666666666667	123.33333333333334	116.66666666666667	123.33333333333334	53.333333333333336	40.0	130.0	93.33333333333334	326.6666666666667	53.333333333333336	20.0	33.333333333333336
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298289_1 - Adapter 1	0.8616796801469543	1.0319576730869906	0.8947567418818039	0.9066987031915574	1.6285522624710331	2.8100987925356753	2.6987998829154063	6.213895394223264	31.029641185647428	88.1875	395.5	1020.0	2960.0	2826.666666666667	3166.666666666667	2950.0	3286.666666666667	2990.0	2323.3333333333335	2423.3333333333335	2260.0	2086.666666666667	2320.0	1980.0	2220.0	1766.6666666666667	2366.666666666667	2546.666666666667	2380.0	2320.0	1680.0	2046.6666666666667	1680.0	2266.666666666667	1910.0	2866.666666666667	2623.3333333333335	3146.666666666667	3423.3333333333335	3263.3333333333335	4283.333333333334	2653.3333333333335	1820.0	1480.0	2306.666666666667	3066.666666666667	1796.6666666666667	1983.3333333333335	2210.0	1943.3333333333335	2523.3333333333335	3613.3333333333335	3806.666666666667	1933.3333333333335	1960.0	2993.3333333333335	3380.0	3433.3333333333335	5010.0	4190.0	4430.0	5936.666666666667	10993.333333333334	13283.333333333334	6673.333333333334	8393.333333333334	9886.666666666668	14503.333333333334	26560.0	46390.0	35483.333333333336	37563.333333333336	26996.666666666668	18413.333333333336	4403.333333333334	1293.3333333333335	543.3333333333334	356.6666666666667	213.33333333333334	183.33333333333334	133.33333333333334	196.66666666666669	126.66666666666667	146.66666666666669	133.33333333333334	133.33333333333334	206.66666666666669	103.33333333333334	140.0	106.66666666666667	166.66666666666669	123.33333333333334	173.33333333333334	73.33333333333334	150.0	100.0	320.0	86.66666666666667	50.0	70.0
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298289_2 - Adapter 1	0.8299100559811436	1.0151939637306244	0.8476396076646717	0.8764510197921082	1.5899499939016952	2.769606049518234	2.9593131037174354	6.912568306010929	36.1622464898596	100.75	411.5	1263.0	3493.3333333333335	4456.666666666667	2710.0	3286.666666666667	4436.666666666667	2133.3333333333335	2903.3333333333335	2573.3333333333335	1356.6666666666667	1913.3333333333335	2660.0	4163.333333333334	2316.666666666667	2433.3333333333335	2413.3333333333335	3333.3333333333335	1966.6666666666667	4846.666666666667	663.3333333333334	1740.0	1253.3333333333335	1366.6666666666667	1770.0	1816.6666666666667	2123.3333333333335	2186.666666666667	2473.3333333333335	2326.666666666667	3043.3333333333335	4690.0	1626.6666666666667	2840.0	3776.666666666667	1890.0	2040.0	1606.6666666666667	1803.3333333333335	3010.0	3906.666666666667	2093.3333333333335	1480.0	2223.3333333333335	2880.0	2323.3333333333335	3170.0	5803.333333333334	4966.666666666667	6176.666666666667	7643.333333333334	12626.666666666668	33343.333333333336	53556.66666666667	95306.66666666667	56210.0	8680.0	2686.666666666667	1056.6666666666667	436.6666666666667	280.0	183.33333333333334	166.66666666666669	166.66666666666669	140.0	123.33333333333334	130.0	130.0	133.33333333333334	130.0	136.66666666666669	196.66666666666669	180.0	150.0	143.33333333333334	150.0	163.33333333333334	116.66666666666667	120.0	156.66666666666669	170.0	133.33333333333334	136.66666666666669	76.66666666666667	160.0	143.33333333333334	230.0	93.33333333333334	23.333333333333336	56.66666666666667
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298290_1 - Adapter 1	0.88654368584138	1.0603221242821965	0.9144811573214575	0.9074378260327985	1.3796041909196741	2.7454924750409773	2.1911786618983755	4.637853949329359	27.878426698450536	69.9047619047619	335.7692307692308	928.4615384615385	3270.0	3103.3333333333335	3303.3333333333335	2856.666666666667	3426.666666666667	3020.0	2480.0	2303.3333333333335	2246.666666666667	2560.0	2516.666666666667	2193.3333333333335	2206.666666666667	2083.3333333333335	2470.0	2510.0	2566.666666666667	2443.3333333333335	1676.6666666666667	1976.6666666666667	1750.0	2563.3333333333335	2320.0	2120.0	1973.3333333333335	2860.0	2823.3333333333335	2733.3333333333335	2946.666666666667	2290.0	1893.3333333333335	1703.3333333333335	2190.0	2756.666666666667	2113.3333333333335	2133.3333333333335	2246.666666666667	1946.6666666666667	2623.3333333333335	3430.0	2853.3333333333335	1780.0	1863.3333333333335	2780.0	2676.666666666667	3213.3333333333335	4323.333333333334	3770.0	3400.0	5586.666666666667	9623.333333333334	10063.333333333334	5253.333333333334	7143.333333333334	8183.333333333334	13256.666666666668	27310.0	35353.333333333336	26280.0	27910.0	18376.666666666668	11376.666666666668	2370.0	696.6666666666667	390.0	223.33333333333334	166.66666666666669	133.33333333333334	100.0	180.0	130.0	66.66666666666667	90.0	106.66666666666667	153.33333333333334	106.66666666666667	143.33333333333334	106.66666666666667	116.66666666666667	116.66666666666667	136.66666666666669	116.66666666666667	196.66666666666669	120.0	286.6666666666667	90.0	113.33333333333334	520.0
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298290_2 - Adapter 1	0.8594909965339452	1.041441174527496	0.867764085188517	0.8901619439325449	1.3452852153667054	2.6646550439576813	2.284309342869915	5.090909090909091	32.28843861740167	80.61904761904762	373.8461538461538	1070.0	3980.0	4490.0	3116.666666666667	3590.0	4743.333333333334	2270.0	3126.666666666667	2713.3333333333335	1360.0	2363.3333333333335	3486.666666666667	4270.0	2380.0	4256.666666666667	2950.0	3436.666666666667	2263.3333333333335	4436.666666666667	790.0	1800.0	1313.3333333333335	1580.0	1720.0	1673.3333333333335	1946.6666666666667	2416.666666666667	2506.666666666667	2253.3333333333335	3076.666666666667	4346.666666666667	1500.0	2926.666666666667	3086.666666666667	1900.0	1936.6666666666667	1893.3333333333335	1966.6666666666667	2680.0	3323.3333333333335	2460.0	1303.3333333333335	2166.666666666667	2536.666666666667	2300.0	2420.0	5060.0	4156.666666666667	5070.0	5266.666666666667	9460.0	23143.333333333336	37756.66666666667	64936.66666666667	37943.333333333336	6386.666666666667	2053.3333333333335	740.0	326.6666666666667	210.0	163.33333333333334	110.0	96.66666666666667	63.333333333333336	100.0	106.66666666666667	110.0	60.0	86.66666666666667	100.0	113.33333333333334	140.0	86.66666666666667	116.66666666666667	110.0	136.66666666666669	96.66666666666667	163.33333333333334	93.33333333333334	70.0	83.33333333333334	86.66666666666667	40.0	80.0	83.33333333333334	233.33333333333334	33.333333333333336	16.666666666666668	66.66666666666667
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298291_1 - Adapter 1	0.8326547411007592	1.0666543195763554	0.8792524219831243	0.9446710790660297	1.632885396669494	3.327380686637796	2.3	4.353571428571429	26.67142857142857	64.34285714285714	379.77272727272725	759.9999999999999	2100.0	2036.6666666666667	2140.0	2110.0	2060.0	1763.3333333333335	1390.0	1553.3333333333335	1496.6666666666667	1600.0	1300.0	1256.6666666666667	1243.3333333333335	1296.6666666666667	1196.6666666666667	1283.3333333333335	1240.0	1143.3333333333335	956.6666666666667	1000.0	810.0	893.3333333333334	726.6666666666667	636.6666666666667	730.0	826.6666666666667	676.6666666666667	770.0	893.3333333333334	463.33333333333337	590.0	350.0	416.6666666666667	806.6666666666667	416.6666666666667	383.33333333333337	316.6666666666667	326.6666666666667	330.0	403.33333333333337	396.6666666666667	263.33333333333337	236.66666666666669	310.0	340.0	286.6666666666667	310.0	303.33333333333337	356.6666666666667	610.0	766.6666666666667	440.0	440.0	606.6666666666667	963.3333333333334	1316.6666666666667	3426.666666666667	2780.0	2443.3333333333335	1653.3333333333335	1133.3333333333335	386.6666666666667	163.33333333333334	90.0	126.66666666666667	100.0	76.66666666666667	83.33333333333334	50.0	86.66666666666667	93.33333333333334	73.33333333333334	40.0	73.33333333333334	93.33333333333334	40.0	60.0	40.0	66.66666666666667	73.33333333333334	26.666666666666668	20.0	50.0	30.0	170.0	46.66666666666667	40.0	170.0
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298291_2 - Adapter 1	0.7996373914111641	1.048783301502081	0.8189016529755793	0.9117036474842627	1.5915331041564356	3.1289343274253314	2.3276785714285713	4.317857142857143	24.97142857142857	69.88571428571429	374.5454545454545	837.2727272727273	2046.6666666666667	2620.0	1803.3333333333335	2090.0	2500.0	1243.3333333333335	1570.0	1706.6666666666667	800.0	1420.0	1466.6666666666667	1733.3333333333335	1213.3333333333335	1833.3333333333335	1173.3333333333335	1630.0	816.6666666666667	1993.3333333333335	290.0	870.0	500.0	486.6666666666667	573.3333333333334	610.0	640.0	666.6666666666667	650.0	560.0	636.6666666666667	760.0	396.6666666666667	500.0	506.6666666666667	666.6666666666667	363.33333333333337	336.6666666666667	266.6666666666667	380.0	386.6666666666667	276.6666666666667	243.33333333333334	220.0	230.0	226.66666666666669	240.0	300.0	276.6666666666667	213.33333333333334	270.0	426.6666666666667	870.0	1963.3333333333335	3446.666666666667	1696.6666666666667	280.0	136.66666666666669	60.0	46.66666666666667	53.333333333333336	83.33333333333334	63.333333333333336	60.0	56.66666666666667	66.66666666666667	66.66666666666667	70.0	60.0	36.66666666666667	66.66666666666667	96.66666666666667	56.66666666666667	50.0	26.666666666666668	30.0	86.66666666666667	36.66666666666667	26.666666666666668	33.333333333333336	36.66666666666667	63.333333333333336	23.333333333333336	6.666666666666667	33.333333333333336	26.666666666666668	113.33333333333334	10.0	36.66666666666667	20.0
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298292_1 - Adapter 1	0.9201923101952856	1.047669645683805	0.9377891296666087	0.9116091131822754	1.4140724991802325	2.2147707800038083	2.4303968858424305	5.328368314150305	24.42489851150203	85.35135135135135	336.5217391304348	918.3333333333334	3040.0	2826.666666666667	2940.0	2723.3333333333335	2990.0	3193.3333333333335	2063.3333333333335	2080.0	2173.3333333333335	2133.3333333333335	2160.0	2150.0	1950.0	1900.0	2103.3333333333335	2103.3333333333335	2143.3333333333335	2223.3333333333335	1590.0	1590.0	1546.6666666666667	2200.0	2183.3333333333335	1853.3333333333335	1926.6666666666667	2273.3333333333335	2136.666666666667	2366.666666666667	2900.0	1703.3333333333335	1470.0	1416.6666666666667	1786.6666666666667	2700.0	1846.6666666666667	1753.3333333333335	1756.6666666666667	1686.6666666666667	2316.666666666667	2793.3333333333335	2653.3333333333335	1700.0	1590.0	2536.666666666667	2540.0	3080.0	3700.0	3446.666666666667	3336.666666666667	5503.333333333334	9143.333333333334	10740.0	5313.333333333334	6840.0	7813.333333333334	12713.333333333334	22730.0	32810.0	21650.0	20133.333333333336	12326.666666666668	6920.0	1790.0	523.3333333333334	350.0	246.66666666666669	153.33333333333334	110.0	103.33333333333334	113.33333333333334	180.0	120.0	70.0	106.66666666666667	126.66666666666667	146.66666666666669	126.66666666666667	96.66666666666667	110.0	130.0	86.66666666666667	120.0	116.66666666666667	80.0	233.33333333333334	63.333333333333336	66.66666666666667	266.6666666666667
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298292_2 - Adapter 1	0.8888813917858902	1.0283075630872927	0.8787029670013285	0.8840146447691491	1.3710743714234337	2.156381560853837	2.57002623339257	5.673662830060935	27.631935047361296	96.37837837837837	362.82608695652175	1057.5	3680.0	4236.666666666667	2673.3333333333335	3140.0	4046.666666666667	2150.0	2783.3333333333335	2370.0	1223.3333333333335	2026.6666666666667	2536.666666666667	3706.666666666667	1903.3333333333335	3023.3333333333335	2243.3333333333335	2900.0	1976.6666666666667	4123.333333333334	650.0	1443.3333333333335	980.0	1133.3333333333335	1353.3333333333335	1380.0	1490.0	1883.3333333333335	2003.3333333333335	1910.0	2406.666666666667	3810.0	1130.0	2506.666666666667	2830.0	1786.6666666666667	1693.3333333333335	1433.3333333333335	1463.3333333333335	2500.0	3106.666666666667	1806.6666666666667	1003.3333333333334	1966.6666666666667	2223.3333333333335	1923.3333333333335	2373.3333333333335	4960.0	3500.0	4516.666666666667	5060.0	8826.666666666668	24396.666666666668	36093.333333333336	53330.0	27036.666666666668	4400.0	1590.0	620.0	213.33333333333334	126.66666666666667	143.33333333333334	130.0	136.66666666666669	80.0	63.333333333333336	180.0	116.66666666666667	103.33333333333334	106.66666666666667	96.66666666666667	113.33333333333334	116.66666666666667	113.33333333333334	73.33333333333334	96.66666666666667	120.0	116.66666666666667	106.66666666666667	103.33333333333334	100.0	73.33333333333334	70.0	63.333333333333336	76.66666666666667	56.66666666666667	200.0	23.333333333333336	23.333333333333336	23.333333333333336
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298293_1 - Adapter 1	0.9064433389328405	1.0211307914944272	0.9847826337456395	0.8474214532206285	1.7415160660678717	1.88312625250501	1.7962036680774656	3.642893791688045	18.584615384615386	55.65573770491804	249.8360655737705	690.6666666666666	2165.0	2102.5	2330.0	2210.0	2450.0	2367.5	1722.5	1972.5	1955.0	1727.5	1805.0	1770.0	1935.0	1650.0	1995.0	2205.0	2055.0	2120.0	1677.5	1735.0	2217.5	2317.5	2172.5	1837.5	1912.5	3067.5	2420.0	3087.5	3535.0	1947.5	1290.0	1122.5	2200.0	2455.0	1857.5	1732.5	1865.0	1745.0	2412.5	2787.5	3312.5	1810.0	1802.5	2427.5	2752.5	3055.0	3947.5	3432.5	3787.5	5987.5	9660.0	11365.0	6927.5	7882.5	10255.0	15697.5	28310.0	38745.0	27255.0	23517.5	14620.0	8085.0	2150.0	687.5	470.0	237.5	185.0	185.0	132.5	170.0	120.0	92.5	110.0	80.0	137.5	115.0	120.0	150.0	140.0	142.5	85.0	95.0	145.0	180.0	227.5	100.0	105.0	515.0
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298293_2 - Adapter 1	0.8781075761682438	0.9999046847985155	0.925506848917014	0.8313994733488043	1.6658450266732399	1.8895390781563126	2.0007695267410543	4.279117496151873	23.661538461538463	75.77868852459017	319.672131147541	941.3333333333334	3500.0	4152.5	2315.0	3135.0	3777.5	1917.5	2450.0	2127.5	1222.5	1705.0	3122.5	4107.5	2207.5	3757.5	2757.5	3237.5	2190.0	4542.5	645.0	1777.5	1390.0	1195.0	1665.0	1495.0	1755.0	2082.5	2280.0	2182.5	3087.5	4655.0	1380.0	2640.0	4035.0	1722.5	1887.5	1440.0	1780.0	2962.5	3940.0	1757.5	1550.0	2067.5	2667.5	1872.5	2815.0	5120.0	4160.0	4935.0	6037.5	10585.0	26900.0	41147.5	64465.0	32392.5	5327.5	1902.5	720.0	292.5	240.0	157.5	132.5	100.0	120.0	107.5	157.5	130.0	122.5	82.5	77.5	135.0	147.5	87.5	82.5	112.5	115.0	92.5	97.5	127.5	100.0	87.5	57.5	32.5	75.0	107.5	192.5	62.5	17.5	42.5
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298294_1 - Adapter 1	0.8746658159583409	1.0505584985040233	0.9117156754816543	0.9217807841533745	1.5685316755476613	2.1360272350503258	2.230905861456483	4.316836372247217	21.53409090909091	66.93181818181819	346.06060606060606	721.25	2615.0	2252.5	2367.5	2217.5	2232.5	2340.0	1730.0	1775.0	1707.5	1570.0	1465.0	1340.0	1290.0	1312.5	1410.0	1387.5	1252.5	1257.5	935.0	1187.5	1057.5	1240.0	1260.0	1327.5	912.5	1195.0	1375.0	1365.0	1020.0	1052.5	1302.5	755.0	665.0	1172.5	787.5	867.5	620.0	650.0	722.5	657.5	847.5	1177.5	1067.5	617.5	700.0	872.5	942.5	1107.5	1320.0	1062.5	1207.5	1830.0	2380.0	3275.0	1755.0	1812.5	2450.0	3477.5	5097.5	8405.0	5930.0	5492.5	3505.0	2007.5	590.0	267.5	120.0	110.0	110.0	217.5	147.5	77.5	52.5	62.5	137.5	62.5	57.5	42.5	85.0	85.0	45.0	22.5	45.0	20.0	185.0	20.0	22.5	50.0
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298294_2 - Adapter 1	0.8408625910674324	1.0303224714607493	0.8573451240654159	0.875756964629654	1.4903789224393131	2.1450562462995855	2.271166370633511	4.515747099218565	22.708333333333336	74.0909090909091	335.6060606060606	804.375	2802.5	3170.0	2020.0	2330.0	2892.5	1485.0	2100.0	1872.5	905.0	1417.5	1575.0	2027.5	1285.0	1545.0	1245.0	1757.5	977.5	2467.5	350.0	1000.0	710.0	667.5	862.5	762.5	825.0	1097.5	942.5	915.0	1337.5	1710.0	642.5	875.0	1225.0	1115.0	695.0	570.0	617.5	890.0	1030.0	572.5	435.0	720.0	805.0	670.0	842.5	1455.0	1177.5	1572.5	1655.0	2842.5	6952.5	10392.5	15670.0	8230.0	1370.0	487.5	210.0	110.0	100.0	122.5	70.0	77.5	92.5	82.5	132.5	75.0	85.0	62.5	75.0	192.5	117.5	62.5	37.5	57.5	122.5	57.5	50.0	72.5	62.5	90.0	35.0	32.5	60.0	20.0	177.5	12.5	30.0	27.5
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298295_1 - Adapter 1	0.9296515525264185	0.998552521709516	0.8960287355665342	0.9177092437350588	1.330539946724738	1.9647995769105135	2.12201343952215	4.971378795420607	23.5490293678447	67.21115537848605	221.5873015873016	673.2258064516129	2155.0	2316.25	2197.5	1962.5	2052.5	2117.5	1733.75	1797.5	1545.0	1553.75	1412.5	1390.0	1178.75	1271.25	1255.0	1272.5	1295.0	1236.25	872.5	942.5	850.0	851.25	768.75	717.5	661.25	671.25	666.25	648.75	793.75	651.25	597.5	512.5	440.0	547.5	575.0	440.0	331.25	382.5	362.5	293.75	346.25	457.5	387.5	300.0	347.5	368.75	346.25	410.0	363.75	470.0	537.5	1015.0	1420.0	931.25	893.75	1211.25	1916.25	3516.25	6618.75	4975.0	5281.25	3798.75	1297.5	936.25	526.25	253.75	242.5	101.25	110.0	90.0	133.75	77.5	97.5	70.0	72.5	97.5	85.0	87.5	80.0	90.0	58.75	46.25	80.0	52.5	195.0	62.5	67.5	345.0
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
