	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298295_2 - Adapter 1	0.9028933312249275	0.9827549724122395	0.8428762495798379	0.8731495857074666	1.2933250374287881	1.946211638071832	2.227165256346441	5.062220009955201	25.072175211548032	71.75298804780876	220.15873015873015	702.258064516129	2527.5	2823.75	1910.0	2271.25	2697.5	1466.25	1977.5	1840.0	898.75	1468.75	1991.25	1890.0	1257.5	2300.0	1327.5	1631.25	1233.75	2093.75	363.75	807.5	576.25	570.0	681.25	603.75	662.5	577.5	687.5	563.75	845.0	857.5	381.25	576.25	550.0	476.25	480.0	318.75	295.0	355.0	418.75	227.5	180.0	268.75	335.0	243.75	306.25	371.25	297.5	316.25	403.75	686.25	1571.25	3616.25	5955.0	2670.0	473.75	166.25	73.75	68.75	137.5	142.5	118.75	111.25	65.0	100.0	197.5	143.75	127.5	60.0	62.5	42.5	117.5	42.5	38.75	36.25	36.25	43.75	55.0	70.0	62.5	55.0	23.75	28.75	43.75	15.0	118.75	28.75	16.25	52.5
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298296_1 - Adapter 1	0.9640266396227323	0.982962634908976	0.9106107603824248	0.9294692211843217	1.35474914840357	1.9107087105838276	2.734814021942735	7.028184088476632	30.727532097004282	95.71428571428571	316.8181818181818	1103.6363636363635	3626.666666666667	3796.666666666667	3610.0	3410.0	3666.666666666667	3266.666666666667	2533.3333333333335	2980.0	2800.0	2996.666666666667	2733.3333333333335	2633.3333333333335	2486.666666666667	2560.0	2760.0	2976.666666666667	2813.3333333333335	2946.666666666667	1840.0	2390.0	2463.3333333333335	2460.0	2436.666666666667	3113.3333333333335	3353.3333333333335	5040.0	1940.0	2550.0	3286.666666666667	2383.3333333333335	1933.3333333333335	1366.6666666666667	2003.3333333333335	2683.3333333333335	2283.3333333333335	2346.666666666667	2376.666666666667	1766.6666666666667	2466.666666666667	2723.3333333333335	2920.0	1903.3333333333335	1823.3333333333335	2553.3333333333335	2513.3333333333335	2933.3333333333335	3083.3333333333335	3090.0	2820.0	3816.666666666667	5876.666666666667	7336.666666666667	4230.0	5006.666666666667	5820.0	8166.666666666667	13216.666666666668	20156.666666666668	15746.666666666668	16183.333333333334	11220.0	7313.333333333334	1776.6666666666667	553.3333333333334	386.6666666666667	156.66666666666669	196.66666666666669	100.0	83.33333333333334	110.0	136.66666666666669	60.0	86.66666666666667	106.66666666666667	66.66666666666667	83.33333333333334	86.66666666666667	73.33333333333334	100.0	66.66666666666667	53.333333333333336	60.0	103.33333333333334	70.0	203.33333333333334	36.66666666666667	36.66666666666667	80.0
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298296_2 - Adapter 1	0.9413649021672548	0.9655482529344249	0.8718916142664304	0.910416265955282	1.3452157284703599	1.9356852950359038	2.8142003389528143	7.684623617552622	36.39087018544936	105.77142857142857	334.77272727272725	1218.181818181818	4326.666666666667	4986.666666666667	3136.666666666667	3723.3333333333335	4946.666666666667	2513.3333333333335	3370.0	3176.666666666667	1673.3333333333335	2830.0	2983.3333333333335	4546.666666666667	2583.3333333333335	3466.666666666667	2773.3333333333335	3813.3333333333335	2383.3333333333335	5463.333333333334	826.6666666666667	2130.0	1570.0	1330.0	2086.666666666667	1900.0	2283.3333333333335	2773.3333333333335	2366.666666666667	2640.0	2890.0	4766.666666666667	1643.3333333333335	2676.666666666667	3413.3333333333335	1863.3333333333335	2273.3333333333335	2140.0	1996.6666666666667	2653.3333333333335	3290.0	1920.0	1536.6666666666667	2176.666666666667	2473.3333333333335	2036.6666666666667	2596.666666666667	3940.0	3220.0	4253.333333333334	4323.333333333334	6833.333333333334	15823.333333333334	24096.666666666668	41710.0	25063.333333333336	4336.666666666667	1426.6666666666667	486.6666666666667	203.33333333333334	183.33333333333334	210.0	103.33333333333334	193.33333333333334	86.66666666666667	126.66666666666667	150.0	113.33333333333334	156.66666666666669	103.33333333333334	100.0	93.33333333333334	133.33333333333334	96.66666666666667	76.66666666666667	90.0	86.66666666666667	86.66666666666667	80.0	73.33333333333334	120.0	76.66666666666667	56.66666666666667	70.0	60.0	43.333333333333336	240.0	33.333333333333336	16.666666666666668	26.666666666666668
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298297_1 - Adapter 1	0.9652207816395768	0.9896870922574823	0.9064891705004291	0.9206481520561629	1.2909931203308995	1.9640118741119037	2.393922341024198	5.727149932462854	26.3996399639964	73.45323741007194	254.92753623188403	686.4705882352941	2727.5	2537.5	2480.0	2547.5	2527.5	2470.0	1832.5	1752.5	1617.5	1710.0	1702.5	1812.5	1570.0	1442.5	1607.5	1675.0	1772.5	1620.0	1332.5	1485.0	1485.0	1547.5	1365.0	1430.0	1930.0	2130.0	1690.0	1627.5	2112.5	1455.0	1425.0	1152.5	1667.5	1970.0	1562.5	1725.0	1737.5	1310.0	1972.5	2032.5	2375.0	1512.5	1337.5	1910.0	2005.0	2962.5	2462.5	2310.0	2457.5	3250.0	5267.5	6810.0	3770.0	4545.0	5165.0	6937.5	12245.0	20372.5	14570.0	15315.0	10780.0	7940.0	2120.0	667.5	332.5	187.5	197.5	140.0	140.0	107.5	195.0	62.5	60.0	87.5	75.0	102.5	92.5	97.5	127.5	62.5	65.0	47.5	80.0	65.0	302.5	70.0	35.0	37.5
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298297_2 - Adapter 1	0.9387452359281874	0.9711805074304968	0.8636011515356153	0.8986655692961353	1.2639809226353775	2.003263973888209	2.5362971299943724	6.438541197658712	29.792979297929794	82.2661870503597	254.05797101449275	815.2941176470589	3250.0	3507.5	2405.0	2802.5	3362.5	1765.0	2287.5	1997.5	930.0	1697.5	1777.5	2810.0	1540.0	1810.0	1620.0	2160.0	1425.0	3237.5	457.5	1347.5	1035.0	957.5	1192.5	1127.5	1335.0	1582.5	1517.5	1562.5	2017.5	3075.0	1080.0	1917.5	2320.0	1225.0	1567.5	1555.0	1430.0	1862.5	2527.5	1167.5	1102.5	1750.0	1882.5	1437.5	2005.0	3912.5	2670.0	3512.5	3727.5	5985.0	14905.0	23217.5	40757.5	24350.0	4087.5	1210.0	430.0	247.5	150.0	145.0	137.5	152.5	90.0	127.5	180.0	125.0	160.0	97.5	102.5	142.5	205.0	72.5	107.5	97.5	90.0	95.0	87.5	85.0	122.5	85.0	87.5	57.5	105.0	77.5	265.0	52.5	22.5	35.0
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298298_1 - Adapter 1	0.891805244665373	1.079044676101604	0.8043089161418627	0.8464700033145509	1.664302287040106	2.300267812160263	1.9261773440814596	4.5651251591005515	21.69779286926995	66.19047619047619	231.89189189189187	774.4444444444445	2855.0	2945.0	3385.0	2720.0	2850.0	2855.0	2175.0	2555.0	2410.0	2470.0	2635.0	2275.0	2230.0	2190.0	2400.0	2620.0	2670.0	2725.0	1925.0	2105.0	1875.0	2525.0	2730.0	2775.0	2910.0	3975.0	2675.0	3055.0	3465.0	2565.0	1870.0	1535.0	2625.0	3590.0	2655.0	2530.0	2625.0	2275.0	3370.0	3550.0	3610.0	2440.0	2410.0	3660.0	3820.0	4380.0	4850.0	4140.0	4495.0	6535.0	11235.0	13920.0	7065.0	9075.0	10900.0	16490.0	31755.0	46000.0	34215.0	41455.0	27855.0	15255.0	3300.0	1230.0	565.0	360.0	260.0	205.0	235.0	195.0	250.0	110.0	210.0	135.0	135.0	160.0	145.0	125.0	145.0	115.0	130.0	160.0	370.0	155.0	385.0	70.0	90.0	345.0
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298298_2 - Adapter 1	0.8671247893641868	1.0549665380586533	0.7625248591315876	0.8339907192575406	1.5716274444812728	2.2416673295680534	2.0608824777259227	4.862112855324566	25.534804753820033	78.70748299319729	252.43243243243242	933.3333333333333	3920.0	4485.0	3165.0	3550.0	4215.0	2025.0	2760.0	2830.0	1470.0	2320.0	3285.0	4190.0	2335.0	3390.0	2645.0	3665.0	2440.0	5420.0	895.0	1880.0	1345.0	1685.0	1910.0	1765.0	2210.0	2505.0	2540.0	2780.0	3170.0	4870.0	1825.0	2925.0	4120.0	2245.0	2635.0	2170.0	2095.0	3410.0	4445.0	2115.0	1640.0	2855.0	3320.0	2800.0	3365.0	6730.0	5225.0	6305.0	7605.0	12480.0	32590.0	52155.0	92465.0	54085.0	7945.0	2550.0	1210.0	535.0	300.0	380.0	220.0	235.0	260.0	180.0	205.0	170.0	140.0	135.0	160.0	190.0	240.0	160.0	195.0	205.0	205.0	125.0	150.0	170.0	145.0	140.0	155.0	80.0	220.0	155.0	355.0	35.0	25.0	65.0
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298299_1 - Adapter 1	0.9126934506440957	1.0602711862901333	0.8775546306624515	0.9241865071434598	1.7693838155354753	1.9694457603031739	1.6684036001894837	3.679424024251611	17.136363636363637	56.96969696969697	287.07317073170736	701.0	1816.6666666666667	1703.3333333333335	1686.6666666666667	1570.0	1760.0	1573.3333333333335	1376.6666666666667	1323.3333333333335	1536.6666666666667	1346.6666666666667	1486.6666666666667	1483.3333333333335	1366.6666666666667	1370.0	1413.3333333333335	1413.3333333333335	1503.3333333333335	1506.6666666666667	1180.0	1280.0	1210.0	1660.0	1430.0	1130.0	1220.0	1450.0	1503.3333333333335	1366.6666666666667	1943.3333333333335	2320.0	1980.0	1340.0	920.0	963.3333333333334	1026.6666666666667	1216.6666666666667	950.0	1000.0	1106.6666666666667	1000.0	1543.3333333333335	1606.6666666666667	1896.6666666666667	1250.0	1056.6666666666667	1510.0	1460.0	1596.6666666666667	2036.6666666666667	1686.6666666666667	1980.0	2813.3333333333335	4073.3333333333335	5263.333333333334	3300.0	3180.0	4590.0	6210.0	10630.0	17553.333333333336	13383.333333333334	11553.333333333334	7973.333333333334	5566.666666666667	1110.0	493.33333333333337	243.33333333333334	160.0	90.0	56.66666666666667	123.33333333333334	43.333333333333336	56.66666666666667	36.66666666666667	46.66666666666667	46.66666666666667	46.66666666666667	30.0	73.33333333333334	50.0	53.333333333333336	36.66666666666667	53.333333333333336	63.333333333333336	143.33333333333334	36.66666666666667	30.0	83.33333333333334
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298299_2 - Adapter 1	0.8890813196683578	1.038126921223632	0.8333290156303316	0.9020403752407429	1.6697852887883562	1.8657034580767409	1.7413548081477972	3.8044713906782874	20.393939393939394	67.81818181818181	290.0	796.0	2340.0	2600.0	1563.3333333333335	2073.3333333333335	2373.3333333333335	1290.0	1780.0	1643.3333333333335	863.3333333333334	1256.6666666666667	1890.0	2500.0	1423.3333333333335	2126.666666666667	1570.0	1930.0	1240.0	2923.3333333333335	460.0	1180.0	833.3333333333334	856.6666666666667	1020.0	1060.0	1213.3333333333335	1193.3333333333335	1393.3333333333335	1293.3333333333335	1700.0	2570.0	890.0	1600.0	2070.0	1210.0	1150.0	920.0	1163.3333333333335	1593.3333333333335	1853.3333333333335	966.6666666666667	986.6666666666667	1153.3333333333335	1650.0	1250.0	1473.3333333333335	2540.0	1920.0	2306.666666666667	2893.3333333333335	4986.666666666667	11746.666666666668	18353.333333333336	33710.0	19596.666666666668	2956.666666666667	1066.6666666666667	423.33333333333337	160.0	96.66666666666667	133.33333333333334	96.66666666666667	73.33333333333334	36.66666666666667	70.0	73.33333333333334	96.66666666666667	106.66666666666667	83.33333333333334	66.66666666666667	66.66666666666667	96.66666666666667	70.0	63.333333333333336	73.33333333333334	70.0	80.0	40.0	80.0	83.33333333333334	60.0	66.66666666666667	36.66666666666667	60.0	83.33333333333334	190.0	26.666666666666668	10.0	43.333333333333336
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298300_1 - Adapter 1	0.9056383759922214	1.0995035236286161	0.8132118161883939	0.8452544529665817	1.4664881143158155	2.18501688202889	1.8075653719218077	3.450446791226645	19.821283509342	55.22727272727273	189.87012987012986	578.9473684210527	2094.0	2026.0	2080.0	1862.0	2132.0	2190.0	1576.0	1750.0	1670.0	1756.0	1674.0	1586.0	1574.0	1572.0	1832.0	1604.0	1972.0	1760.0	1356.0	1434.0	1560.0	2064.0	2374.0	2914.0	1844.0	1838.0	2380.0	1382.0	1678.0	1598.0	1214.0	1022.0	1566.0	2126.0	1518.0	1558.0	1656.0	1410.0	1960.0	2280.0	2350.0	1234.0	1408.0	1818.0	2028.0	2452.0	2778.0	2386.0	2470.0	3546.0	6314.0	6852.0	3616.0	4476.0	5438.0	8338.0	15632.0	22520.0	12468.0	10806.0	5564.0	2896.0	958.0	298.0	260.0	154.0	116.0	76.0	80.0	108.0	134.0	52.0	60.0	54.0	56.0	56.0	80.0	68.0	86.0	50.0	66.0	26.0	70.0	40.0	194.0	56.0	42.0	86.0
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298300_2 - Adapter 1	0.8781550396591057	1.0674395692610072	0.7662129078117711	0.8151951435453008	1.4001973807385593	2.080805260084791	1.9411018024879412	3.7022745735174656	22.04711616571893	64.41558441558442	189.4805194805195	714.7368421052632	2508.0	2942.0	1722.0	2152.0	2954.0	1442.0	1938.0	1766.0	908.0	1522.0	1816.0	2872.0	1546.0	2140.0	1752.0	2228.0	1532.0	3586.0	462.0	1204.0	760.0	984.0	1220.0	1180.0	1422.0	1578.0	1524.0	1666.0	2004.0	3514.0	1008.0	1830.0	2574.0	1238.0	1358.0	1244.0	1292.0	2042.0	2476.0	1196.0	858.0	1412.0	1890.0	1316.0	1714.0	3840.0	2750.0	3266.0	3912.0	6486.0	18614.0	26340.0	31418.0	12228.0	2122.0	680.0	296.0	184.0	154.0	124.0	76.0	100.0	72.0	92.0	98.0	64.0	84.0	58.0	56.0	90.0	120.0	54.0	80.0	78.0	86.0	50.0	74.0	80.0	70.0	78.0	48.0	34.0	62.0	76.0	216.0	38.0	12.0	18.0
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298301_1 - Adapter 1	0.9262054809684055	0.9937579866139556	0.8761850448609001	1.0456062291434927	1.5008243805852726	2.373897069894902	3.2160925078294387	8.053012048192771	35.433526011560694	118.92307692307692	435.3125	1562.5	4890.0	4900.0	4525.0	4020.0	4435.0	3630.0	3495.0	3520.0	3820.0	3175.0	2590.0	2745.0	2780.0	2130.0	2660.0	2600.0	2485.0	2705.0	1830.0	1820.0	1840.0	1900.0	1790.0	1605.0	1285.0	2585.0	2025.0	2350.0	2095.0	1365.0	985.0	695.0	1215.0	1365.0	740.0	1065.0	1045.0	1005.0	1430.0	1385.0	1015.0	700.0	765.0	1390.0	1055.0	1045.0	1340.0	1295.0	1115.0	3195.0	3105.0	3045.0	1540.0	2105.0	3275.0	6405.0	12475.0	8395.0	6195.0	4525.0	1425.0	785.0	195.0	125.0	185.0	125.0	85.0	60.0	100.0	120.0	75.0	90.0	60.0	95.0	45.0	50.0	65.0	65.0	50.0	50.0	30.0	50.0	175.0	105.0	85.0	60.0	60.0	490.0
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	100
SRX298301_2 - Adapter 1	0.8947216208837067	0.9607322387645699	0.8175233244684355	0.9772655836810594	1.4015222808615717	2.3154756527238236	3.278728017345218	8.640963855421687	41.252408477842	132.76923076923077	452.5	1655.0	6120.0	5850.0	4000.0	4775.0	5995.0	2415.0	4355.0	3860.0	2065.0	2920.0	3270.0	4230.0	2705.0	3945.0	2620.0	3140.0	2230.0	4745.0	515.0	1575.0	1195.0	1150.0	1320.0	1235.0	1600.0	1800.0	1505.0	1315.0	1600.0	2020.0	835.0	1120.0	1570.0	865.0	720.0	775.0	840.0	1030.0	1215.0	635.0	325.0	710.0	1135.0	1315.0	750.0	915.0	825.0	1345.0	1095.0	2155.0	3450.0	6855.0	7330.0	2875.0	540.0	245.0	110.0	80.0	140.0	235.0	95.0	150.0	40.0	60.0	90.0	145.0	50.0	55.0	60.0	85.0	25.0	40.0	40.0	60.0	45.0	45.0	55.0	15.0	70.0	70.0	25.0	15.0	70.0	5.0	45.0	5.0	65.0
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298302_1 - Adapter 1	0.8934552938034085	1.0579086082275948	0.8450113053890832	0.9360456544843627	1.5417520249440542	2.4484658580808705	2.2458104492325024	5.928742430643571	26.630985915492957	83.37837837837839	288.01801801801804	872.1428571428572	3097.1428571428573	2982.857142857143	3011.4285714285716	2877.1428571428573	3205.714285714286	3162.857142857143	2332.857142857143	2441.4285714285716	2427.1428571428573	2241.4285714285716	2078.571428571429	2082.857142857143	2062.857142857143	1887.1428571428573	2018.5714285714287	2042.857142857143	2091.4285714285716	2208.571428571429	1635.7142857142858	1794.2857142857144	1594.2857142857144	1840.0000000000002	2040.0000000000002	1861.4285714285716	1957.1428571428573	2152.857142857143	1871.4285714285716	1942.857142857143	2760.0	1591.4285714285716	1440.0	1044.2857142857144	1595.7142857142858	1894.2857142857144	1515.7142857142858	1428.5714285714287	1460.0	1211.4285714285716	1592.857142857143	1950.0000000000002	1942.857142857143	1068.5714285714287	1065.7142857142858	1638.5714285714287	1598.5714285714287	1962.857142857143	2384.285714285714	1938.5714285714287	1961.4285714285716	2812.857142857143	4927.142857142858	5081.428571428572	2850.0	3260.0	4014.2857142857147	6072.857142857143	10427.142857142859	15941.428571428572	9342.857142857143	7327.142857142858	3917.1428571428573	2152.857142857143	731.4285714285714	281.42857142857144	232.85714285714286	150.0	105.71428571428572	90.0	70.0	77.14285714285715	100.0	34.285714285714285	61.42857142857143	35.714285714285715	72.85714285714286	71.42857142857143	42.85714285714286	60.00000000000001	75.71428571428572	42.85714285714286	40.0	44.28571428571429	58.57142857142858	38.57142857142858	165.71428571428572	27.142857142857146	21.42857142857143	68.57142857142857
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298302_2 - Adapter 1	0.8633469850153825	1.0282275782180132	0.7926988681958453	0.8875482168830054	1.4711182796172135	2.4144911718626227	2.35671032248979	6.16251232220814	28.090140845070422	92.04954954954955	276.7567567567568	979.6428571428572	3320.0	3957.1428571428573	2621.4285714285716	3121.4285714285716	4237.142857142858	2057.1428571428573	2750.0	2522.857142857143	1352.857142857143	1971.4285714285716	2155.714285714286	3470.0	1964.2857142857144	2460.0	1957.1428571428573	2828.571428571429	1644.2857142857144	4190.0	437.14285714285717	1395.7142857142858	990.0000000000001	964.2857142857143	1314.2857142857144	1238.5714285714287	1470.0	1670.0	1648.5714285714287	1515.7142857142858	1905.7142857142858	3174.2857142857147	1064.2857142857144	1694.2857142857144	2214.285714285714	1140.0	1272.857142857143	1080.0	1200.0	1848.5714285714287	2101.4285714285716	942.8571428571429	711.4285714285714	1150.0	1447.1428571428573	1147.142857142857	1305.7142857142858	2735.714285714286	2187.1428571428573	2558.571428571429	2982.857142857143	4810.0	13222.857142857143	19088.57142857143	23004.285714285717	8725.714285714286	1540.0	575.7142857142858	247.14285714285717	134.2857142857143	117.14285714285715	121.42857142857143	107.14285714285715	121.42857142857143	70.0	92.85714285714286	98.57142857142858	72.85714285714286	85.71428571428572	54.28571428571429	61.42857142857143	58.57142857142858	108.57142857142858	41.42857142857143	52.85714285714286	55.714285714285715	52.85714285714286	70.0	48.57142857142858	60.00000000000001	95.71428571428572	45.714285714285715	55.714285714285715	24.28571428571429	41.42857142857143	35.714285714285715	148.57142857142858	14.285714285714286	15.714285714285715	10.0
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298303_1 - Adapter 1	0.886882191506128	1.0778464616702423	0.8290236718031802	0.9139800850118779	1.555380596539452	2.4639791748204645	1.8327447482433468	3.6143876510848987	17.810133954571928	53.519813519813525	189.53271028037383	491.85185185185185	1745.7142857142858	1665.7142857142858	1640.0	1547.1428571428573	1610.0	1691.4285714285716	1198.5714285714287	1321.4285714285716	1212.857142857143	1352.857142857143	1204.2857142857144	1251.4285714285716	1105.7142857142858	1135.7142857142858	1121.4285714285716	1140.0	1260.0	1307.1428571428573	840.0	837.1428571428572	932.8571428571429	1014.2857142857143	1134.2857142857144	1394.2857142857144	1241.4285714285716	762.8571428571429	1138.5714285714287	1508.5714285714287	2484.285714285714	2244.285714285714	1337.1428571428573	582.8571428571429	477.14285714285717	634.2857142857143	794.2857142857143	822.8571428571429	645.7142857142858	707.1428571428572	827.1428571428572	762.8571428571429	1155.7142857142858	1474.2857142857144	1124.2857142857144	671.4285714285714	837.1428571428572	1142.857142857143	1321.4285714285716	1870.0000000000002	1745.7142857142858	1604.2857142857144	2252.857142857143	3974.2857142857147	5641.428571428572	4310.0	2778.571428571429	3530.0	6081.428571428572	9702.857142857143	20561.428571428572	18452.857142857145	8927.142857142857	5374.285714285715	2792.857142857143	1464.2857142857144	845.7142857142858	452.8571428571429	258.5714285714286	127.14285714285715	112.85714285714286	105.71428571428572	120.00000000000001	41.42857142857143	71.42857142857143	55.714285714285715	70.0	55.714285714285715	75.71428571428572	58.57142857142858	84.28571428571429	54.28571428571429	57.142857142857146	38.57142857142858	82.85714285714286	75.71428571428572	175.71428571428572	71.42857142857143	81.42857142857143	460.00000000000006
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
