Sample	94	70	100	24	80	28	68	40	20	32	74	56	92	46	22	64	44	60	54	62	42	52	88	26	30	98	48	72	78	90	82	84	86	38	66	50	36	96	58	76	34
SRX298284_2	672969.0	121025.0	17908291.0	68833.0	168479.0	72375.0	114024.0	80695.0	57287.0	76079.0	137315.0	83906.0	458683.0	80431.0	63617.0	103953.0	76603.0	95200.0	77947.0	100453.0	80114.0	66627.0	284986.0	69065.0	75859.0	9836223.0	81627.0	129131.0	151766.0	351731.0	185551.0	208948.0	242102.0	78372.0	109704.0	65550.0	77911.0	1423798.0	89651.0	146798.0	78692.0
SRX298285_1	431965.0	54348.0	17624710.0	15056.0	66944.0	18366.0	52974.0	24871.0	6739.0	20044.0	55520.0	38765.0	266612.0	28809.0	10425.0	48417.0	27778.0	44296.0	37951.0	46177.0	25927.0	36076.0	147214.0	16624.0	19479.0	9319301.0	28883.0	56208.0	56042.0	189868.0	79540.0	94610.0	116578.0	22939.0	50333.0	31941.0	22478.0	1131338.0	41744.0	39831.0	21534.0
SRX298285_2	610139.0	109545.0	15682643.0	60986.0	152292.0	64192.0	103074.0	72420.0	50488.0	67508.0	124181.0	74510.0	419119.0	71693.0	55852.0	94418.0	68320.0	85393.0	68277.0	89901.0	71983.0	58936.0	259180.0	60806.0	67652.0	8743000.0	72290.0	115243.0	137245.0	318861.0	169786.0	189131.0	220517.0	69720.0	97872.0	58626.0	69527.0	1280933.0	80620.0	132533.0	69843.0
SRX298286_1	759846.0	97631.0	31247185.0	26503.0	118839.0	32925.0	94121.0	44201.0	12870.0	35904.0	98825.0	69988.0	470985.0	50412.0	19850.0	86132.0	49769.0	78130.0	66963.0	82962.0	46150.0	63865.0	260295.0	29787.0	36183.0	16088466.0	50931.0	99968.0	99240.0	338101.0	142254.0	168105.0	207675.0	42123.0	90274.0	56390.0	40111.0	1966685.0	73929.0	71065.0	38448.0
SRX298286_2	1067771.0	196001.0	27778133.0	111310.0	269488.0	118779.0	184054.0	131307.0	93808.0	122192.0	223176.0	134185.0	732925.0	130566.0	103190.0	168089.0	124138.0	151889.0	123472.0	160474.0	128920.0	106903.0	456595.0	110478.0	124843.0	15083128.0	129604.0	206059.0	242083.0	559729.0	298285.0	332662.0	386374.0	127771.0	175455.0	104982.0	127512.0	2219725.0	145008.0	235792.0	127231.0
SRX298287_1	451904.0	58688.0	19256736.0	19181.0	70560.0	23108.0	56870.0	28913.0	9770.0	24541.0	59236.0	44165.0	274903.0	32723.0	14095.0	52494.0	32062.0	48380.0	41934.0	50727.0	30682.0	40724.0	154967.0	21302.0	24674.0	10092772.0	33159.0	61180.0	58982.0	200990.0	84635.0	100050.0	122448.0	27980.0	54906.0	36218.0	26972.0	1219774.0	46193.0	42938.0	26278.0
SRX298287_2	619044.0	108224.0	17474060.0	61617.0	150412.0	65760.0	102021.0	71678.0	52001.0	67432.0	122335.0	75072.0	415573.0	71905.0	57165.0	92057.0	67608.0	84683.0	68941.0	89168.0	71544.0	59708.0	258244.0	61450.0	68189.0	9576941.0	72131.0	115285.0	135047.0	318776.0	167117.0	187479.0	216536.0	70031.0	96946.0	58424.0	70351.0	1357278.0	81064.0	129861.0	69656.0
SRX298288_1	192067.0	26930.0	11018865.0	15214.0	32581.0	26817.0	26624.0	19783.0	8427.0	20703.0	25844.0	23732.0	114715.0	19652.0	11083.0	26152.0	20067.0	24915.0	22738.0	25841.0	19738.0	22665.0	65155.0	18524.0	23583.0	5501545.0	19965.0	27517.0	27092.0	85231.0	38106.0	44646.0	52668.0	19237.0	25579.0	20542.0	19492.0	579676.0	23658.0	19874.0	20102.0
SRX298288_2	270099.0	51833.0	10168679.0	36746.0	68230.0	37661.0	49238.0	37007.0	34266.0	37913.0	56983.0	35928.0	180674.0	35294.0	34815.0	44823.0	33387.0	41756.0	33469.0	43162.0	34488.0	28707.0	112637.0	36670.0	37803.0	5303197.0	35647.0	54075.0	61773.0	137903.0	74115.0	83700.0	94463.0	36876.0	46601.0	28112.0	38636.0	662799.0	39284.0	60138.0	37758.0
SRX298289_1	173787.0	22673.0	10020621.0	16256.0	27948.0	26633.0	22607.0	18605.0	10570.0	20984.0	21858.0	20763.0	100101.0	18099.0	12816.0	22600.0	18135.0	21430.0	19949.0	21895.0	17881.0	19619.0	55627.0	19202.0	24003.0	4714354.0	17488.0	23092.0	24058.0	72560.0	32286.0	38582.0	44444.0	17934.0	21791.0	18164.0	18672.0	525686.0	20612.0	16685.0	19915.0
SRX298289_2	256142.0	43377.0	9225798.0	33385.0	59480.0	33400.0	41258.0	31950.0	32664.0	33902.0	48097.0	30417.0	167172.0	29971.0	33189.0	37511.0	28286.0	35137.0	27968.0	36041.0	29953.0	24058.0	99852.0	33780.0	33608.0	4567462.0	30117.0	45441.0	55507.0	124783.0	64474.0	74332.0	84269.0	31865.0	40795.0	24079.0	33309.0	620067.0	32567.0	51818.0	33704.0
SRX298290_1	235451.0	30795.0	12977650.0	17987.0	40011.0	31145.0	30326.0	23305.0	10097.0	25539.0	29582.0	27196.0	137460.0	23312.0	13120.0	30263.0	22586.0	29024.0	25488.0	29641.0	22917.0	25570.0	79245.0	22661.0	28418.0	6307371.0	22711.0	31229.0	35281.0	101519.0	44959.0	54214.0	63450.0	22253.0	29748.0	23103.0	23049.0	705395.0	27652.0	23330.0	24559.0
SRX298290_2	343018.0	61208.0	11895770.0	43242.0	84202.0	44812.0	57752.0	43363.0	40650.0	45295.0	67322.0	41302.0	224754.0	41270.0	43593.0	52220.0	39202.0	49164.0	38119.0	49876.0	41307.0	33007.0	139725.0	44285.0	44865.0	6072570.0	41469.0	63951.0	79224.0	170285.0	90491.0	104632.0	117830.0	42776.0	55918.0	32659.0	44354.0	818780.0	45909.0	73452.0	44989.0
SRX298291_1	209007.0	23688.0	11139126.0	7468.0	29746.0	16891.0	22884.0	12705.0	3148.0	13260.0	23964.0	17161.0	119127.0	12527.0	4598.0	21322.0	12359.0	18872.0	16013.0	19979.0	12729.0	15135.0	64908.0	10094.0	15367.0	5160417.0	13064.0	24476.0	26293.0	85196.0	35249.0	42964.0	50126.0	12124.0	21549.0	13725.0	12059.0	604131.0	17927.0	17360.0	12702.0
SRX298291_2	309225.0	51600.0	10084296.0	32309.0	71013.0	32423.0	48399.0	33860.0	30076.0	34099.0	57027.0	33978.0	204381.0	32769.0	30175.0	44046.0	30692.0	40041.0	31282.0	41225.0	32355.0	26112.0	121908.0	32300.0	33405.0	4929132.0	32876.0	54776.0	66022.0	150672.0	78500.0	89053.0	101648.0	33423.0	46979.0	26813.0	34107.0	714252.0	37615.0	62564.0	34012.0
SRX298292_1	236861.0	30347.0	11151287.0	14188.0	38389.0	17245.0	29778.0	18673.0	8190.0	17626.0	29744.0	24312.0	144961.0	19712.0	10820.0	28533.0	19271.0	27124.0	23390.0	28044.0	18974.0	22511.0	78818.0	16945.0	17584.0	5689535.0	19913.0	31064.0	32478.0	103305.0	45219.0	52692.0	64332.0	17600.0	28611.0	20597.0	17576.0	655736.0	25444.0	22833.0	18536.0
SRX298292_2	322639.0	58563.0	10167711.0	38674.0	79674.0	41205.0	55274.0	41931.0	34576.0	42032.0	66063.0	40289.0	216146.0	39797.0	38644.0	51142.0	38289.0	46037.0	37224.0	48752.0	40775.0	32735.0	134023.0	40841.0	42532.0	5415980.0	40097.0	61947.0	74427.0	164745.0	87965.0	100004.0	116011.0	41234.0	53583.0	32283.0	42698.0	735417.0	43911.0	70795.0	42133.0
SRX298293_1	311584.0	38768.0	14887124.0	19322.0	49262.0	22462.0	37838.0	24012.0	11584.0	23130.0	38107.0	30910.0	186643.0	25454.0	14767.0	36725.0	24175.0	34439.0	30097.0	35087.0	24486.0	28576.0	100864.0	21366.0	23049.0	7356303.0	25193.0	39342.0	39996.0	131314.0	56497.0	67416.0	79829.0	22968.0	37074.0	26380.0	22185.0	872272.0	32273.0	28733.0	24174.0
SRX298293_2	421094.0	77303.0	13593627.0	52468.0	103477.0	55601.0	73123.0	54757.0	46885.0	56504.0	86986.0	53983.0	279974.0	53805.0	51051.0	67590.0	50686.0	60962.0	50431.0	63847.0	53346.0	42961.0	172885.0	53478.0	55702.0	6980829.0	52249.0	82177.0	95740.0	212550.0	112746.0	129498.0	146872.0	54552.0	70730.0	42521.0	55923.0	969511.0	57402.0	90348.0	55606.0
SRX298294_1	331426.0	40843.0	16328745.0	16503.0	50726.0	19769.0	39575.0	23525.0	8273.0	21454.0	41121.0	31502.0	202325.0	24886.0	11207.0	37898.0	24080.0	34772.0	30534.0	36715.0	23727.0	28484.0	106954.0	18988.0	20865.0	7944042.0	24996.0	41634.0	42258.0	141352.0	60157.0	70715.0	86449.0	21801.0	38357.0	26587.0	21203.0	941109.0	33205.0	30072.0	22349.0
SRX298294_2	473590.0	83801.0	14757742.0	52846.0	113827.0	56950.0	78615.0	59008.0	47398.0	59875.0	94853.0	57599.0	318554.0	56391.0	50899.0	73176.0	54325.0	65081.0	53317.0	68961.0	57296.0	45251.0	195322.0	54443.0	57991.0	7543457.0	57046.0	88623.0	105149.0	239165.0	127801.0	143075.0	166772.0	58158.0	77858.0	45220.0	59958.0	1081161.0	61964.0	99779.0	58886.0
SRX298295_1	572282.0	71434.0	31295191.0	23221.0	89395.0	29119.0	68380.0	36489.0	9951.0	32736.0	72910.0	51080.0	346038.0	38254.0	14618.0	63073.0	37998.0	57350.0	49282.0	60241.0	37476.0	45998.0	184540.0	27409.0	30338.0	15622494.0	39938.0	73833.0	73382.0	244743.0	103798.0	121650.0	148287.0	34320.0	65512.0	42411.0	32826.0	1677330.0	53195.0	53737.0	34271.0
SRX298295_2	807768.0	144925.0	28624958.0	89470.0	197832.0	94655.0	136727.0	97165.0	78792.0	98754.0	164431.0	98825.0	538619.0	94531.0	83742.0	124220.0	91922.0	111807.0	92071.0	119094.0	95159.0	78337.0	334167.0	91488.0	96014.0	14914687.0	97195.0	155098.0	181278.0	410101.0	216954.0	245313.0	284974.0	97957.0	133009.0	78023.0	99904.0	1890945.0	105818.0	172505.0	97296.0
SRX298296_1	175352.0	25244.0	10819298.0	14919.0	30279.0	16142.0	24902.0	18952.0	7994.0	17109.0	24308.0	22878.0	104140.0	19877.0	10767.0	24825.0	19371.0	23903.0	22558.0	25081.0	18834.0	21570.0	59523.0	15072.0	17133.0	5504874.0	19156.0	25229.0	25120.0	75577.0	34018.0	40237.0	47276.0	17582.0	24091.0	19860.0	17624.0	551872.0	22965.0	18366.0	17437.0
SRX298296_2	246326.0	45297.0	10089552.0	30762.0	60583.0	30464.0	42506.0	32002.0	27960.0	32181.0	50324.0	32233.0	158912.0	33528.0	28886.0	39910.0	30610.0	36571.0	30377.0	38196.0	31720.0	34614.0	99324.0	30328.0	31848.0	5338500.0	33137.0	48910.0	54712.0	122256.0	65329.0	73574.0	84713.0	31515.0	41829.0	30637.0	32328.0	620176.0	33986.0	52344.0	32355.0
SRX298297_1	283186.0	38378.0	17108867.0	22459.0	46557.0	24844.0	37807.0	28442.0	12214.0	25871.0	36304.0	34864.0	168369.0	30414.0	16212.0	37797.0	29234.0	36830.0	34439.0	37248.0	28792.0	33342.0	94436.0	23420.0	26190.0	8733062.0	28933.0	38624.0	38181.0	123035.0	53513.0	62911.0	75961.0	26670.0	37449.0	30269.0	26568.0	882260.0	34885.0	27849.0	26764.0
SRX298297_2	392950.0	71412.0	15956510.0	48873.0	95057.0	48248.0	66435.0	49725.0	44254.0	50977.0	79433.0	50225.0	257041.0	52071.0	45390.0	61792.0	47793.0	56448.0	47059.0	60139.0	49782.0	53058.0	159180.0	47213.0	50097.0	8447738.0	51083.0	77394.0	86094.0	197146.0	103663.0	117454.0	135473.0	48988.0	65896.0	46989.0	51026.0	987323.0	52827.0	82967.0	50227.0
SRX298298_1	169364.0	22417.0	9098523.0	12478.0	27166.0	15636.0	21823.0	15934.0	7652.0	13948.0	21533.0	20003.0	100385.0	16464.0	9809.0	21848.0	16031.0	21460.0	19333.0	21400.0	15808.0	18794.0	56149.0	14020.0	15130.0	4492491.0	16327.0	21918.0	23904.0	71306.0	31371.0	37895.0	44605.0	14691.0	21455.0	16607.0	14371.0	466599.0	19776.0	16592.0	14640.0
SRX298298_2	241170.0	44238.0	8316345.0	29276.0	59101.0	31110.0	41438.0	30864.0	26763.0	30389.0	50004.0	29776.0	160615.0	31907.0	27977.0	38504.0	29372.0	34913.0	28310.0	36537.0	30822.0	31316.0	100168.0	30137.0	30984.0	4312710.0	30990.0	46947.0	55024.0	120677.0	64197.0	73698.0	83532.0	30502.0	39310.0	27996.0	31111.0	543104.0	32374.0	52662.0	30786.0
SRX298299_1	185465.0	22092.0	10302973.0	9296.0	27315.0	12119.0	21201.0	13420.0	4899.0	11515.0	21823.0	17418.0	105789.0	13805.0	6758.0	20597.0	13510.0	19066.0	16898.0	20018.0	13450.0	16309.0	58507.0	10859.0	11983.0	5111868.0	13948.0	22353.0	23365.0	74119.0	31451.0	38065.0	45728.0	12555.0	20938.0	14404.0	12220.0	537682.0	18024.0	16366.0	12284.0
SRX298299_2	257958.0	46399.0	9463311.0	29717.0	61873.0	30891.0	43255.0	31465.0	26416.0	30981.0	52222.0	31456.0	167260.0	33357.0	27699.0	40155.0	30095.0	36186.0	29596.0	38225.0	31371.0	33213.0	104089.0	29816.0	31063.0	4884210.0	32003.0	49421.0	56255.0	127658.0	66649.0	76585.0	87304.0	30783.0	40992.0	29150.0	31413.0	611324.0	34213.0	54859.0	31567.0
SRX298300_1	391777.0	50500.0	18659587.0	21342.0	64664.0	26208.0	50021.0	29650.0	11576.0	25595.0	51791.0	41133.0	237837.0	32310.0	15745.0	47581.0	31805.0	44251.0	38439.0	46067.0	30700.0	37269.0	132427.0	24370.0	26691.0	9551017.0	32119.0	51199.0	56541.0	169086.0	75485.0	91254.0	106559.0	27778.0	47622.0	34170.0	26867.0	1052018.0	42042.0	39464.0	27488.0
SRX298300_2	550018.0	102944.0	16688168.0	61068.0	140226.0	64410.0	97840.0	72460.0	54982.0	66868.0	116761.0	69738.0	380182.0	84137.0	58568.0	87448.0	69992.0	80085.0	64675.0	83170.0	75849.0	59567.0	235050.0	63020.0	66808.0	9186090.0	71349.0	105784.0	130450.0	284218.0	154599.0	174056.0	196810.0	68851.0	92191.0	57428.0	69305.0	1242181.0	75872.0	127473.0	69354.0
SRX298301_1	170982.0	24974.0	7685043.0	16300.0	30225.0	17156.0	24235.0	18259.0	8501.0	17330.0	23738.0	21814.0	104342.0	20517.0	11853.0	23260.0	19982.0	22566.0	20948.0	23392.0	18444.0	20770.0	58724.0	16835.0	17866.0	3907559.0	19224.0	24795.0	25277.0	75565.0	34819.0	41296.0	48883.0	17936.0	23068.0	19656.0	18087.0	467729.0	22012.0	18012.0	17956.0
SRX298301_2	240774.0	47587.0	6884644.0	29271.0	63489.0	29974.0	44687.0	33579.0	27218.0	31891.0	52820.0	32310.0	167889.0	38145.0	28248.0	40299.0	32246.0	36293.0	29689.0	38706.0	34064.0	27304.0	103159.0	29387.0	30900.0	3762242.0	33322.0	49375.0	57339.0	126353.0	69340.0	77069.0	88344.0	32238.0	41829.0	26359.0	33349.0	543362.0	34789.0	57500.0	32547.0
SRX298302_1	567437.0	72369.0	27140243.0	28716.0	92026.0	33733.0	70892.0	40814.0	14316.0	35416.0	73144.0	56247.0	338074.0	43722.0	20488.0	66429.0	43139.0	60954.0	52938.0	64252.0	40984.0	50716.0	187948.0	32179.0	35463.0	13563900.0	43637.0	74046.0	78387.0	243735.0	106586.0	128812.0	151714.0	38070.0	66821.0	46426.0	37181.0	1549110.0	58047.0	55255.0	37020.0
SRX298302_2	791145.0	145716.0	24355645.0	86545.0	196918.0	89975.0	136490.0	100840.0	78179.0	94771.0	162689.0	99530.0	531460.0	117231.0	83378.0	124030.0	97186.0	112149.0	91531.0	118118.0	105475.0	83893.0	328569.0	88429.0	94277.0	13060674.0	100256.0	149884.0	181792.0	403141.0	216476.0	244277.0	278785.0	97139.0	130261.0	80619.0	97844.0	1801737.0	106687.0	179354.0	98291.0
SRX298303_1	574579.0	71413.0	26188251.0	23753.0	89749.0	28674.0	69115.0	36569.0	10600.0	30974.0	72797.0	53161.0	344298.0	40075.0	15682.0	63936.0	39285.0	57415.0	50070.0	61767.0	38195.0	47679.0	189366.0	27236.0	30946.0	13186173.0	40145.0	73117.0	78739.0	245466.0	105955.0	129217.0	152004.0	34202.0	66105.0	43458.0	32544.0	1534400.0	55628.0	55053.0	32794.0
SRX298303_2	794292.0	144650.0	23429287.0	82124.0	195833.0	85629.0	135709.0	98935.0	72935.0	90909.0	162171.0	97288.0	540414.0	114641.0	77969.0	120484.0	95812.0	110072.0	89484.0	115908.0	103473.0	81220.0	331012.0	83588.0	89742.0	12643263.0	98657.0	148060.0	182986.0	404932.0	216700.0	243892.0	278761.0	93234.0	128274.0	78770.0	94822.0	1786551.0	104512.0	179532.0	94058.0
SRX298304_1	394657.0	50606.0	15922874.0	21817.0	61087.0	26657.0	49749.0	29306.0	12248.0	25655.0	50296.0	40621.0	239659.0	33049.0	16021.0	47762.0	31419.0	44357.0	39089.0	46027.0	29963.0	37219.0	132987.0	23557.0	26227.0	8567939.0	31515.0	50709.0	49926.0	171436.0	73132.0	87017.0	105353.0	27176.0	47524.0	33207.0	26528.0	1022656.0	41640.0	36336.0	27549.0
SRX298304_2	518594.0	92629.0	14557047.0	54522.0	124739.0	58818.0	87143.0	62263.0	48740.0	59694.0	103453.0	62531.0	352089.0	61369.0	51013.0	79150.0	58325.0	71357.0	56576.0	74722.0	61444.0	49481.0	215213.0	54806.0	59394.0	8140386.0	62127.0	96185.0	113695.0	266551.0	137955.0	156547.0	180053.0	59693.0	83243.0	48697.0	60808.0	1113737.0	67937.0	109531.0	60295.0
SRX298305_1	488739.0	61709.0	19289782.0	24528.0	73949.0	30296.0	59783.0	34212.0	13474.0	30233.0	60880.0	47529.0	293066.0	37810.0	18207.0	55805.0	37363.0	51387.0	46078.0	54374.0	34733.0	42816.0	161513.0	27421.0	30356.0	10091865.0	36554.0	61146.0	60462.0	207600.0	88523.0	105488.0	127284.0	31692.0	56798.0	38751.0	31261.0	1244458.0	49075.0	43545.0	31906.0
SRX298305_2	649706.0	114961.0	17493101.0	69113.0	155835.0	72695.0	108190.0	77267.0	62142.0	74589.0	128762.0	76705.0	441258.0	76027.0	64666.0	97258.0	73240.0	87588.0	70319.0	92567.0	76609.0	61016.0	270206.0	69683.0	74804.0	9530210.0	77068.0	118965.0	141802.0	330472.0	172118.0	194753.0	225282.0	74488.0	102577.0	60087.0	76183.0	1373797.0	83814.0	136586.0	75942.0
SRX298306_1	681646.0	84377.0	25915814.0	26252.0	101802.0	34630.0	82092.0	41721.0	13353.0	34950.0	83794.0	62855.0	414962.0	46500.0	18971.0	76449.0	45722.0	69861.0	60397.0	73104.0	42765.0	55861.0	226918.0	31253.0	34740.0	13857812.0	46320.0	84589.0	83465.0	292682.0	122722.0	145989.0	177978.0	38271.0	77480.0	49277.0	36685.0	1733835.0	64894.0	59988.0	37762.0
SRX298306_2	914686.0	167013.0	23167845.0	96234.0	227065.0	103178.0	159023.0	112639.0	85840.0	106774.0	190437.0	112674.0	635131.0	111131.0	89522.0	142087.0	107594.0	128457.0	102708.0	134957.0	111443.0	88891.0	388955.0	98455.0	106444.0	12959538.0	112170.0	175269.0	206853.0	475758.0	250282.0	281924.0	325117.0	107696.0	151202.0	87025.0	109724.0	1908258.0	122887.0	199528.0	108124.0
SRX298307_1	462774.0	58492.0	19396860.0	21380.0	70605.0	24860.0	56807.0	30242.0	11166.0	26800.0	57646.0	44206.0	280572.0	33990.0	15421.0	53532.0	33172.0	48555.0	43067.0	51566.0	30833.0	39851.0	155647.0	22951.0	26827.0	10490163.0	33560.0	58789.0	58485.0	203068.0	85278.0	102039.0	123056.0	28587.0	54681.0	35589.0	27848.0	1254481.0	46150.0	41861.0	28058.0
SRX298307_2	614041.0	110112.0	17691744.0	65859.0	149413.0	67565.0	104934.0	73446.0	59030.0	71493.0	123661.0	74928.0	414599.0	72903.0	61172.0	93714.0	70231.0	84249.0	68376.0	89122.0	72969.0	60037.0	255958.0	65423.0	71885.0	9928256.0	73645.0	115659.0	136467.0	318114.0	163787.0	187198.0	215069.0	71506.0	99660.0	58499.0	72801.0	1357791.0	81852.0	130192.0	72155.0
SRX298308_1	282828.0	38217.0	15717767.0	22695.0	46601.0	37340.0	37908.0	27175.0	12370.0	29837.0	37375.0	33567.0	166228.0	27398.0	16045.0	37757.0	28032.0	36094.0	32275.0	36147.0	27589.0	32286.0	94451.0	26183.0	34540.0	7808571.0	28774.0	39328.0	38461.0	124136.0	54407.0	64656.0	76866.0	26595.0	37163.0	28655.0	27437.0	839160.0	34241.0	27399.0	28516.0
SRX298308_2	397320.0	76488.0	14416089.0	61543.0	100309.0	60913.0	72416.0	55335.0	61177.0	59786.0	84227.0	53108.0	261438.0	51783.0	59990.0	66159.0	49863.0	61526.0	49481.0	63765.0	52869.0	42999.0	164630.0	59230.0	62026.0	7475245.0	52961.0	80551.0	91875.0	201494.0	109338.0	123167.0	138813.0	56027.0	69430.0	41418.0	59109.0	952060.0	59252.0	88847.0	59013.0
SRX298309_1	315770.0	41345.0	16454677.0	19330.0	50910.0	22601.0	40459.0	25715.0	10274.0	22808.0	40024.0	34529.0	189359.0	27310.0	14273.0	39612.0	27188.0	37389.0	33182.0	38000.0	26310.0	32356.0	106777.0	20443.0	23517.0	8203024.0	27626.0	41814.0	41539.0	136938.0	58718.0	70222.0	84477.0	24309.0	39932.0	28414.0	23658.0	887057.0	35308.0	30024.0	23755.0
SRX298309_2	451061.0	87423.0	14883505.0	57462.0	114515.0	58523.0	81623.0	60386.0	53856.0	59904.0	97732.0	60244.0	298071.0	62218.0	55056.0	75938.0	58152.0	68931.0	56807.0	72693.0	60475.0	61790.0	190581.0	56515.0	60627.0	7794641.0	61474.0	92891.0	103805.0	231102.0	125036.0	141250.0	161943.0	59260.0	79459.0	54111.0	61119.0	1012535.0	65276.0	102133.0	60850.0
