Sample	7.0	33.0	15.0	20.0	10.0	22.0	40.0	28.0	31.0	19.0	4.0	27.0	29.0	35.0	26.0	24.0	8.0	9.0	2.0	16.0	39.0	3.0	14.0	11.0	21.0	17.0	34.0	23.0	5.0	6.0	13.0	30.0	25.0	12.0	37.0	18.0	38.0	36.0	32.0
SRX298280_1	5823.0	730728.0	43388.0	56575.0	22530.0	63600.0	4631.0	198283.0	397143.0	54759.0	935.0	159523.0	247955.0	2143365.0	127743.0	83845.0	10195.0	16677.0	2391.0	46684.0	646624.0	414.0	39507.0	28095.0	59292.0	49556.0	1142243.0	70629.0	1799.0	3288.0	37176.0	309202.0	102605.0	32198.0	6382335.0	52696.0	2994183.0	4648743.0	523342.0
SRX298280_2	55775.0	834367.0	73626.0	96645.0	77348.0	114760.0	4989.0	253478.0	464153.0	93340.0	40113.0	215832.0	303381.0	2175619.0	186741.0	143770.0	64742.0	71674.0	123364.0	76185.0	670080.0	41169.0	73920.0	77751.0	106708.0	80660.0	1266839.0	127531.0	43340.0	50709.0	77507.0	370140.0	162658.0	77810.0	5322054.0	84962.0	2656519.0	4176334.0	604107.0
SRX298281_1	5864.0	533213.0	31857.0	41073.0	17830.0	45966.0	2992.0	143881.0	289310.0	39511.0	1100.0	115559.0	180192.0	1532989.0	92762.0	60842.0	9067.0	13787.0	2548.0	34118.0	478279.0	410.0	29729.0	22263.0	43159.0	36367.0	828376.0	51461.0	1964.0	3602.0	28085.0	225460.0	74655.0	24881.0	4739863.0	38076.0	2303189.0	3336644.0	382025.0
SRX298281_2	40342.0	597227.0	50985.0	67634.0	53635.0	80501.0	3082.0	180277.0	330603.0	64900.0	31304.0	153022.0	216456.0	1548615.0	132840.0	101294.0	45705.0	49537.0	110250.0	52214.0	497230.0	34355.0	50643.0	53727.0	75253.0	55645.0	901779.0	90179.0	32615.0	37210.0	52731.0	264157.0	116306.0	53245.0	4021553.0	59446.0	2075939.0	3028792.0	431721.0
SRX298282_1	11995.0	984359.0	62329.0	78452.0	34561.0	87852.0	5945.0	268454.0	533023.0	75634.0	2511.0	215603.0	333766.0	2881250.0	173716.0	114945.0	18454.0	27441.0	6540.0	66599.0	840212.0	983.0	58116.0	42646.0	82014.0	70597.0	1536243.0	97379.0	4290.0	7516.0	54668.0	418347.0	140846.0	48111.0	8489552.0	73711.0	4003227.0	6219841.0	702050.0
SRX298282_2	77038.0	1121395.0	99493.0	130390.0	104384.0	155820.0	6296.0	341122.0	623954.0	124991.0	57259.0	290143.0	407898.0	2923619.0	251300.0	193986.0	87746.0	96865.0	181093.0	102099.0	870119.0	59561.0	99139.0	106523.0	143754.0	108275.0	1702674.0	172170.0	60890.0	70477.0	103401.0	497476.0	221179.0	104781.0	7085953.0	114846.0	3571386.0	5592262.0	812021.0
SRX298283_1	11917.0	728073.0	51071.0	62341.0	29280.0	67708.0	9696.0	202389.0	399710.0	60260.0	2725.0	163078.0	251593.0	2041772.0	131706.0	88044.0	16956.0	23303.0	7296.0	54816.0	1116696.0	1035.0	48110.0	35625.0	63404.0	56735.0	1115934.0	75900.0	4693.0	8013.0	45154.0	314800.0	107481.0	39806.0	6622011.0	58941.0	4351574.0	4428383.0	524645.0
SRX298283_2	55811.0	809967.0	74782.0	98223.0	76870.0	115696.0	10284.0	252995.0	456806.0	93676.0	41301.0	215527.0	301260.0	2061443.0	187190.0	144724.0	64030.0	70614.0	127520.0	76302.0	1165587.0	42412.0	74304.0	77600.0	108366.0	81290.0	1210786.0	128326.0	44137.0	51102.0	76902.0	367661.0	164339.0	77538.0	5700565.0	85462.0	3999426.0	4039842.0	592008.0
SRX298284_1	11795.0	1430539.0	81773.0	108900.0	42297.0	123332.0	16926.0	424620.0	826994.0	103541.0	3244.0	340110.0	528900.0	3473617.0	269577.0	171536.0	20534.0	31903.0	11110.0	88273.0	1357866.0	1382.0	76134.0	53660.0	114775.0	93323.0	2076005.0	142318.0	4775.0	7553.0	70279.0	657246.0	213823.0	61465.0	8926974.0	99873.0	5355870.0	6657479.0	1062108.0
SRX298284_2	104371.0	1507877.0	137829.0	180425.0	143085.0	218436.0	16915.0	495510.0	885461.0	166504.0	74227.0	420941.0	590106.0	3430884.0	362620.0	276662.0	119720.0	129967.0	222112.0	140264.0	1386963.0	74933.0	139443.0	146740.0	198633.0	146951.0	2154017.0	244981.0	79710.0	91906.0	144727.0	713687.0	315052.0	146447.0	7471766.0	155520.0	4813099.0	5964018.0	1129920.0
SRX298285_1	7244.0	1296671.0	68325.0	95302.0	32867.0	108895.0	15057.0	383868.0	748009.0	90209.0	1542.0	306735.0	478508.0	3162577.0	242874.0	152811.0	14481.0	23970.0	4452.0	74124.0	1166130.0	607.0	62971.0	42187.0	100705.0	80297.0	1888345.0	126008.0	2324.0	3983.0	57440.0	594644.0	191669.0	49404.0	7768132.0	86141.0	4611518.0	5976053.0	964337.0
SRX298285_2	94032.0	1364978.0	123450.0	162546.0	129149.0	198404.0	14441.0	446497.0	800074.0	149318.0	66668.0	380860.0	532898.0	3084942.0	327371.0	249798.0	108285.0	118145.0	210054.0	125881.0	1186747.0	68745.0	124442.0	131965.0	178242.0	131223.0	1951868.0	221107.0	70761.0	83247.0	129331.0	644482.0	285059.0	131660.0	6452810.0	140142.0	4186934.0	5254622.0	1020238.0
SRX298286_1	13509.0	2301911.0	122258.0	170197.0	59029.0	195163.0	17612.0	689886.0	1336804.0	162600.0	2790.0	551567.0	855947.0	5566862.0	437110.0	275404.0	26237.0	43115.0	8627.0	132915.0	1571944.0	1277.0	111764.0	74868.0	181236.0	143082.0	3332270.0	226521.0	4491.0	7652.0	101462.0	1065268.0	346566.0	87749.0	14384421.0	152989.0	7549749.0	10708838.0	1715529.0
SRX298286_2	172581.0	2402510.0	223937.0	292997.0	235238.0	354612.0	17005.0	795370.0	1417905.0	270780.0	126881.0	678823.0	948392.0	5471914.0	584536.0	448380.0	198556.0	216585.0	428609.0	227751.0	1587441.0	133977.0	226507.0	239946.0	321619.0	237567.0	3430503.0	397254.0	132751.0	153178.0	235641.0	1144975.0	511159.0	239268.0	11983232.0	252021.0	6666545.0	9524831.0	1805442.0
SRX298287_1	10892.0	1371364.0	75595.0	102275.0	38793.0	116655.0	12943.0	410706.0	799548.0	97514.0	2738.0	328779.0	511965.0	3259544.0	260151.0	163806.0	18218.0	29283.0	9868.0	81778.0	1195503.0	1149.0	69959.0	48654.0	108022.0	87208.0	1971124.0	135231.0	4307.0	6700.0	64711.0	637126.0	205644.0	56858.0	8789318.0	92767.0	5339310.0	6235322.0	1027346.0
SRX298287_2	91139.0	1417401.0	125495.0	163740.0	126696.0	198840.0	13448.0	461923.0	832136.0	151289.0	65802.0	390461.0	551417.0	3234597.0	335355.0	254587.0	105417.0	114563.0	196808.0	127279.0	1239926.0	66495.0	125328.0	130884.0	180365.0	132181.0	2026272.0	224856.0	69641.0	81392.0	130178.0	669844.0	290510.0	131505.0	7569529.0	140050.0	4873617.0	5675449.0	1062259.0
SRX298288_1	8439.0	516459.0	42685.0	46462.0	25324.0	50299.0	10231.0	145906.0	282661.0	44964.0	1621.0	118299.0	179104.0	1507318.0	95702.0	64770.0	13094.0	19186.0	3646.0	43572.0	829788.0	601.0	41892.0	32603.0	47725.0	43916.0	796783.0	56161.0	2752.0	5230.0	42911.0	223192.0	78704.0	41739.0	5852594.0	44440.0	3491028.0	3540421.0	371247.0
